Book_ID,Title,Authors,LoCC,Keyword,Snippet
5433,Without a Home,"Roe, Edward Payson",PS,opium,"as coffee. Even now, when events were occurring which would naturally sustain from their deep personal interest, he found himself reduced to an almost complete dependence on an unnatural support. Before sleeping he had appealed to his dread master, and his first waking moments brought a renewed act of homage. Opium was becoming his god, his religion. Already it stood between him and his wife and children. It was steadily undermining his character, and if not abandoned would soon leave but the hollow semblance of a man. As the steamboat arrived in the night, Mrs. Jocelyn had no sense of disappointment"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"an unreasonable one, had Mr. Jocelyn been able to work with persistent energy for a few years. The South was impoverished, and while a remunerative trade might be built up from it, patient and exceedingly aggressive labor would be required to secure such a result. It is the curse of opium, however, to paralyze energy, and to render all effort fitful and uncertain. He should have written scores of letters daily, and attended to each commission with the utmost promptness and care, but there were times when the writing of a single letter was a burden, and too often it was"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"himself he might have provided much innocent and healthful recreation for his family; but usually he was so dreamy and stupid in the evening that he was left to doze quietly in his chair. His family ascribed his condition to weariness and reaction from his long strain of anxiety; and opium had already so far produced its legitimate results that he connived at their delusion if he did not confirm it by actual assertion. It is one of the diabolical qualities of this habit that it soon weakens and at last destroys all truth and honor in the soul, eating them"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"was familiar enough, remarking at last very satirically, ""Has it ceased to be the style to introduce people, especially at one's own table? I might appreciate this gentleman's conversation better if I knew his name."" They all looked at each other in sudden dismay, for they could not know that opium impairs memory as well as health and manhood. ""Martin,"" cried his wife, in a tone of sharp distress, ""you ARE ill, indeed. There is no use in trying to disguise the truth any longer. What! don't you remember Roger Atwood, the son of the kind friends with whom we spent"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"did not dream that his disease was a drug, and although some of his associates began to suspect as much, in spite of all his precautions, none felt called upon to suggest their suspicions to his family. Causes that work steadily will sooner or later reach their legitimate results. The opium inertia grew inevitably upon Mr. Jocelyn. He disappointed the expectations of his employers to that degree that they felt that something was wrong, and his appearance and manner often puzzled them not a little even though with all the cunning which the habit engenders he sought to hide his weakness."
5433,Without a Home,"Roe, Edward Payson",PS,opium,"securing trade from the South, and, while they had paid him but a small salary, his ill-directed and wavering efforts had involved them in considerable expense. Asking the physician to remain, they summoned Mr. Jocelyn to the private office, and directly charged him with the excessive and habitual use of opium. The poor man was at first greatly confused, and trembled as if in an ague fit, for his nerve power was already so shattered that he had little self-control in an emergency. This, of course, was confirmation of guilt in their eyes. ""Gentlemen, you do me a great wrong,"" he"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"capacity--one whose acquaintance with the South is wellnigh universal, and whose combinations were on the eve of securing enormous returns."" ""We will forego all these advantages. Good-morning, sir. Did you ever see such effrontery?"" he continued, after Mr. Jocelyn had departed with a lofty and contemptuous air. ""It's not effrontery--it's opium,"" said the physician sadly. ""You should see the abject misery of the poor wretch after the effects of the drug have subsided."" ""I have no wish to see him again under any aspect, and heartily thank you for unmasking him. We must look at once into our affairs, and see"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"was dimly aware that he was facing a dreadful emergency, and following an instinctive desire for solitude so characteristic of those in his condition, he took a room in an obscure hotel and gave himself up to thoughts that grew more and more painful as the unnatural dreams inspired by opium shaped themselves gradually into accord with the actualities of his life. For a month or two past he had been swept almost unresistingly down the darkening and deepening current of his sin. Whenever he made some feeble, vacillating effort to reduce his allowance of the drug, he became so wretched,"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"all would see the degrading brand. He, who had once been the soul of honor and truth, had lied that day again and again, and the thought pierced him like a sword. And now, after his useless falsehoods, what should he do? He was no longer unacquainted with his condition--few opium victims are, at his advanced stage of the habit--and he knew well how long and terrible would be the ordeal of a radical cure, even if he had the will-power to attempt it. He had, of late, taken pains to inform himself of the experience of others who had passed"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"late, taken pains to inform himself of the experience of others who had passed down the same dark, slippery path, and when he tried to diminish instead of increasing his doses of morphia, he had received fearful warnings of the awful chasm that intervened between himself and safety. A few opium consumers can go on for years in comparative tranquillity if they will avoid too great excess, and carefully increase their daily allowance so as not to exhibit too marked alternations of elation and depression. Now and then, persons of peculiar constitution can maintain the practice a long time without great"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"temperament had little capacity for resistance to begin with, and he had during the last year used the drug freely and constantly, thus making downward advances in months that in some instances require years of moderate indulgence. Moreover, as with alcohol, many natures have an unusual and morbid craving for opium after once acquiring the habit of its use. Their appetite demands it with an imperiousness which will not be denied, even while in soul they recoil and loathe the bondage. This was especially true of Mr. Jocelyn. The vice in his case was wrecking a mind and heart naturally noble"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"last moment, ""Martin, my every breath will be a prayer for your safety and health."" Under the influence of the powerful emotions inspired by this last interview he threw his hypodermic syringe and morphia bottle overboard from the deck of the steamer, saying, with a desperate resolution which only an opium slave could understand, ""I'll break the habit for one week if I die for it,"" and he sailed away into what seemed a region of unimaginable horrors, dying ten thousand deaths in the indescribable anguish of his mind and body. The winter storm that soon overtook the ship was magnified"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"magnified by his disordered intellect until its uproar was appalling in the last degree. The people on the vessel thought him demented, and for a few days the captain kept him under a continuous guard, and considerately suppressed the cause of his behavior, that was soon revealed by requests for opium that were sometimes pitiful pleadings and again irritable demands. He soon passed into a condition approaching collapse, vomiting incessantly, and insane in his wild restlessness. Indeed he might have died had not the captain, in much doubt and anxiety, administered doses of laudanum which, in his inexperience, were appalling in"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"could be measured only by the pitiful eye of Him who carries the world's sins and sorrows. The rescued horse munched his oats in stolid tranquillity, the woman raised to heaven her eyes, beneath which were dark, dark lines, and murmured, ""O God, how long?"" CHAPTER XXIX THE BEATITUDES OF OPIUM At least once each week Roger took Belle to some evening entertainment, selecting places that, while innocent, were in keeping with their years--full of color, life, and interest. The young girl improved at once, as the result of this moderate gratification of a craving that was as proper as it"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"and resisting, dragged from her home by great dark hands that were claws rather than hands; worse than all, he saw Belle, dressed in colors that seemed woven from stains of blood, stealing out under the cover of night with eyes like livid coals. Such are the beatific visions that opium bestows, having once enchained its victims. Little wonder that, after spending nights upon a poisoned rack, Mr. Jocelyn was in no condition to meet his fellow-men and win their confidence. The dark thought crossed his mind more than once that he had better never return home--that, since he had lost"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"the habit."" Mildred bowed her head in her hands with a low, despairing cry, for a flash of lurid light now revealed and explained all that had been so strange and unaccountable. The terrible secret was now revealed, as far as she was able to comprehend it--her father was an opium inebriate, and this was but the stupor of a debauch! The thought of his death had been terrible, but was not this worse? She lifted her face in a swift glance at Roger, and saw him looking at her with an expression, that was full of the strongest sympathy, and"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"charge of these,"" and she, carried the agents of their ruin to her own room. Instantly she returned, and assisted Mrs. Wheaton in the restoration of her mother. To Belle, who had looked on dazed, trembling, and bewildered, Roger whispered, ""I shall be within call all night."" CHAPTER XXXI AN OPIUM MANIAC'S CHRISTMAS Beneath his brusque manner Dr. Benton masked a kind heart when once its sympathies were touched. He soon became satisfied that Mr. Jocelyn's family were not trying to shield his patient, but were, on the contrary, overwhelmed with dismay and shame at the truth which he had made"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"overwhelmed with dismay and shame at the truth which he had made clear to them. He therefore set about helping them, in his own prosaic but effective way, and he did not leave them until they were all as well and quiet as the dread circumstances of the situation permitted. Opium slaves are subject to accidents like that which had overtaken Mr. Jocelyn, who, through heedlessness or while half unconscious, had taken a heavy overdose, or else had punctured a vein with his syringe. Not infrequently habitues carelessly, recklessly, and sometimes deliberately end their wretched lives in this manner. Dr. Benton"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"name blackened by this great cloud of shame?"" She felt as if she never wished to step into the open light of day again, and the thought of Vinton Arnold made her shudder. ""There is now a great gulf between us,"" she moaned. ""The truth that my father is an opium slave can never be hidden, and even were Vinton inclined to be faithful, his family would regard me as a leper, and he will yield to their abhorrence."" The wound in both her own and her mother's heart was deep indeed. Their confidence was shattered, their faith in human goodness"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"had already reached a point where ordinary life became an unendurable burden without the stimulant; but facing a harrowing scene like this was impossible. He felt that his appetite was like a savage beast on which he held a weakening and relaxing grasp. With the strange, double consciousness of the opium maniac, he saw his wife in all her deep distress, and he had the remorse of a lost soul in view of her agony; he was almost certain that she knew how he had wronged her and his children, and he had all the shame and self-loathing of a proud,"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"self-loathing of a proud, sensitive man; he knew that he was false to the sacred trusts of husband and father, and that awful thing we call a sense of guilt added its deep depression. It is not inability to comprehend his degradation, his danger, his utter loss of manhood, which opium imposes on its wretched slave, but an impossibility to do aught except gratify the resistless craving at any and every cost. All will-power has gone, all moral resistance has departed, and in its place is a gnawing, clamorous, ravening desire. The vitiated body, full of indescribable and mysterious pain, the"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"has gone, all moral resistance has departed, and in its place is a gnawing, clamorous, ravening desire. The vitiated body, full of indescribable and mysterious pain, the still more tortured mind, sinking under a burden of remorse, guilt, fear, and awful imagery, both unite in one desperate, incessant demand for opium. While his wife sat leaning upon the table, her face hidden, she was the picture of despair; and, in truth, she felt almost as if she were turning into stone. If her husband had been brought home a mangled, mutilated man, as she often feared he might be during the"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"the loss of truth and love, who was thus openly and shamelessly lying--oh, was he the chivalric, noble friend, who had been lover and husband for so many years! The contrast was intolerable, and the sense of his falseness stung her almost to madness. She did not yet know that opium, like the corruption of the grave, blackens that which is the fairest and whitest. For a few minutes Mr. Jocelyn debated with himself. Was he strong enough to go out to the nearest drug store? After one or two turns up and down the room he found that he was"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"horror-stricken face. ""Oh, Belle, is there any good God?"" ""Millie, I'm bewildered. What does it all mean? The evening that began so brightly seems ending in tragedy."" ""Yes, tragedy in bitter truth. Hope is murdered, life poisoned, hearts made to bleed from wounds that can never heal. Belle, papa loves opium better than he does you or me, better than his wife and little helpless children, better than heaven and his own soul. Would to God I had never lived to see this day!"" CHAPTER XXXII A BLACK CONSPIRACY On the following morning Mrs. Jocelyn was ill and much depressed from"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"employment in a neighboring city. He had felt that it would be impossible to meet his family immediately after the experiences of the previous day. Indeed he had gone away with the desperate resolve that he would break his habit or never return; but alas for the resolves of an opium slave! Time dragged heavily on, the family living under a nightmare of anxiety, fear, and horrible conjectures. What might he not do? What new phase of the tragedy would hereafter be developed? Now that the busy season was over, the girls found that they could retain their position as saleswomen"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"that it was often part of a small loan from some half-pitying friend of former days, and that it would never be repaid, she would not have used a penny of it. They were simply compelled to recognize the awful truth, that the husband and father was apparently a confirmed opium inebriate. At first they pleaded with him again and again, unable to understand how it was possible for him to continue in so fatal a course, but at last they despairingly desisted. He would at times weep almost hysterically, overwhelmed with remorse, and again storm in reckless anger and unreasoning"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"her of womanly reserve. These undermining influences worked slowly, imperceptibly, but none the less certainly, and she recognized the bold, evil admiration which followed her more and more unshrinkingly. Mr. Jocelyn's condition was no longer a secret, and he often, in common with other confirmed habitues, increased the effects of opium by a free use of liquor. He therefore had practically ceased to be a protector to his daughters. Fred and Minnie, in spite of all the broken-hearted and failing mother could do, were becoming little street Arabs, learning all too soon the evil of the world. Since the revelation of"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"she knew they were with the wild young Arabs of the tenement. CHAPTER XXXVI A WOMAN'S HEART Mrs. Jocelyn and her daughters were silent and depressed during their meagre supper, for they never could become accustomed to the terrible skeleton in their household. When Mr. Jocelyn confined himself solely to opium he was not so revolting, but common, beastly intoxication was unendurable. They felt that it was brutalizing his very soul, and becoming a millstone around their necks which must drag them down to some unknown abyss of infamy. Mechanically they went through the motions of eating, the mother and daughters"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"the last regular payment if they would all go out at once. The angry reply was that they would move that day, and, without a word, he left his family in suspense. In the course of the forenoon he returned with a furniture van, and had so braced himself with opium that he was able to assist effectively, yet morosely, in the packing and removing of their fast-dwindling effects, for everything not essential had been sold. His wife and daughter did not remonstrate--they were too dispirited for that--but in dreary apathy did his bidding as far as their strength permitted, feeling"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"Slowly he raised his bloodshot, fearful eyes to hers, and the expression of his child's face made him tremble. ""Papa,"" she said slowly, and her tones were both sad and stern, ""you must never come home drunk again. Another such scene might cost mamma her life. If you WILL take opium, we cannot help it, but you must drink no more vile liquor. I have now learned from bitter experience what the latter means, and what it must lead to. I shall not fail in love and duty to you, but I cannot permit mamma, Belle, and the children to be"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"kind of a refuge and some degree of quiet and peace in what we call home. It is no kindness to you to endure in silence any longer, and I now see that it will be fatal to those we both love. You may not be able to refrain from opium, but you can and must give up liquor. If you cannot, and there is a remedy in the land, we must avail ourselves of it. I do not know what kind of a place you have brought us to, but I feel sure that we shall need protection. If you"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"could obtain were the words, ""I'll think of it."" The memory of those fearful days on shipboard, when he was without morphia, made him recoil with unspeakable dread from a like ordeal again, but he promised earnestly that he would indulge no more in liquor. With the cunning of an opium maniac he understood his danger, knowing that further scenes of violence would lead to his arrest and imprisonment. Of his gentle wife he had no fears, but this frail, resolute girl subdued him. He saw that he was driving a strong nature to desperation--saw it with all the agony and"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"a naturally good father whose better nature was bound hand and foot by depraved appetites. He was conscious of the terrible wrong that he was inflicting on those for whom he once would have died to shield them from a breath of dishonor. But, come what might, he must have opium now, and to counteract the words of his daughter he took enough morphia to kill all the wretched inmates of the tenement. Under its slight exhilaration he felt some hope of availing himself of the proposition that he should go to a curative institution, and he half promised that he"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"in the vicinity. The alien new-comers evidently were not friendless, and there was hesitation in the half-formed measures for their annoyance. Roger remained an hour or two, aiding the girls in trying to make the rooms more homelike, which, however, was rather a hopeless task. Mr. Jocelyn, half stupefied by opium, retreated to one of the small dark closet bedrooms, and left the scene unembarrassed by his presence. Roger remarked emphatically that the tenement was no place for them, but Mildred told him that the rent had been paid for a month in advance, and that they must try to endure"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"was found or made to give Mildred steady employment. Mr. Jocelyn was comparatively quiet and much at home. Often he was excessively irritable and exasperating in words and manner, but no longer violent from bestial excess. He put off the project of going to a curative institution, with the true opium inertia and procrastination, and all efforts to lead him to definite action proved fruitless. His presence, however, and his quiet, haughty ways, with Roger's frequent visits, did much for a time to restrain the ill-disposed people around them, but the inevitable contact with so much depravity and coarseness was almost"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"former force. His will was like a straw in the grasp of a giant. He writhed, and anathematized himself, but soon, with the inevitableness of gravitation, went to another drug store and was again enchained. [Footnote: It is a sad fact that more than half of those addicted to the opium habit relapse. The causes are varied, but the one given is the most common: it is taken to bridge over some emergency or to give relief from physical pain or mental distress. The infatuated victim says, ""I will take it just this once,"" and then he goes on taking it"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"his oath of office. It would not have been a pleasant task for him to estimate how much of the money that should have brought cleanliness and health among the tenements of the poor was being worse than wasted on his own gross personality. CHAPTER XLIV THE FINAL CONSOLATIONS OF OPIUM The glowing September sun had rarely revealed a sadder group than that which still watched beside poor Belle. At last Roger looked at his watch and said: ""I will now go and see Mr. Wentworth, and bring Mrs. Wheaton."" ""Very well, Roger,"" Mildred replied, ""we leave everything in your hands."""
5433,Without a Home,"Roe, Edward Payson",PS,opium,"out into the gathering darkness. Mrs. Jocelyn tried to follow him, and fell prostrate with a despairing cry on the floor. Mildred's first impulse was to restore her mother, without seeking help, in the faint hope that her father would return, for she had learned what strange alternations of mood opium produces; but as the sense of his words grew clearer she was overpowered, and trembled so violently that she was compelled to call to her help a neighbor--a plain, good-hearted woman who lived on the same floor. When at last Mrs. Jocelyn revived she murmured piteously: ""Oh, Millie, why didn't"
5433,Without a Home,"Roe, Edward Payson",PS,opium,"paper: 'An unknown man committed suicide on the steps of No. 73----Street. His remains have been taken to the Morgue for identification.'"" For a few moments Mildred so trembled and looked so crushed that they feared for her exceedingly. ""Poor papa!"" she moaned, ""he was just insane from remorse and opium. Seventy-three----Street! Why, that was the house in which we used to live. It was there that papa spent his first happy years in this city, and it was there he went to die. Oh, how dreadful, how inexpressibly sad it all is! What shall we do?"" ""Leave hall to me,"""
5433,Without a Home,"Roe, Edward Payson",PS,morphine,"for days had been largely deprived of its support seized upon the drug again with a craving as irresistible as the downward rush of a torrent. The man could no more control his appetite than he could an Atlantic tide. It overwhelmed his enervated will at once, and now that morphine could be obtained he would have it at any and every cost. Of course he seemingly improved rapidly under its influence, and cunningly disguising his condition from the physician, soon dismissed him and resumed his old habits. He felt that it was impossible to endure the horrors of total abstinence,"
5433,Without a Home,"Roe, Edward Payson",PS,narcotic,"Atwood. I exceedingly regret, however, that he has been present. Wait till you hear what Dr. Benton says;"" and there was something so resolute and almost stern in her manner that even Mrs. Jocelyn, in her unnatural exaltation, yielded. Indeed, she was already becoming drowsy from the effects of the narcotic. ""You are not yourself, mamma. I'll explain all to-morrow,"" the young girl added soothingly. ""Mr. Jocelyn,"" said the physician, with quiet emphasis, ""you have injected morphia into your wife's arm."" ""I have not."" ""My dear sir, I understand your case thoroughly, and so do your wife and daughter, as far"
5433,Without a Home,"Roe, Edward Payson",PS,laudanum,"that was soon revealed by requests for opium that were sometimes pitiful pleadings and again irritable demands. He soon passed into a condition approaching collapse, vomiting incessantly, and insane in his wild restlessness. Indeed he might have died had not the captain, in much doubt and anxiety, administered doses of laudanum which, in his inexperience, were appalling in their amount. At last, more dead than alive, with racking pains, shiverings and exhaustion from prolonged insomnia, he was taken ashore in a Southern city and a physician summoned, who, with a promptness characteristic of the profession, administered a preparation of morphia, and"
5436,Hyperion,"Longfellow, Henry Wadsworth",PS,opium,"just going to tell you,"" continued the Baron. ""The gay lady has no taste for long evenings with the old gentleman in the back chamber;--for being thus chained like a criminal under Mezentius, face to face with a dead body. So she puts him to bed first, and--"" ""Gives him opium."" ""Yes, I dare say; and then gives herself a soirée, without his knowing any thing about it. This course of deception is truly hateful in itself, and must be particularly so to her, for she is not a low, or an immoral woman; but one of those who, not having"
5610,The Cardinal's Snuff-Box,"Harland, Henry",PS,nepenthe,"not a laughing matter. Have you ever had a fixed idea? Have you ever spent days and nights racking your brain, importuning the unanswering Powers, to learn whether there was--well, whether there was Another Man, for instance? Oh, bring me drink. Bring me Seltzer water and Vermouth. I will seek nepenthe at the bottom of the wine-cup.” Was there another man? Why should there not be? And yet was there? In her continued absence, the question came back persistently, and scarcely contributed to his peace of mind. A few days later, nothing discouraged, “Would you like to have a good laugh,"
5610,The Cardinal's Snuff-Box,"Harland, Henry",PS,anodyne,"is embossed, above the initials “B. S.” curiously interlaced in a cypher. When Peter received it, and (need I mention?) approached it to his face, he fancied he could detect just a trace, just the faintest reminder, of a perfume--something like an afterthought of orris. It was by no means anodyne. It was a breath, a whisper, vague, elusive, hinting of things exquisite, intimate of things intimately feminine, exquisitely personal. I don't know how many times he repeated that manoeuvre of conveying the letter to his face; but I do know that when I was privileged to inspect it, a few"
5631,Patty's Suitors,"Wells, Carolyn",PZ; PS,poppy,"to find out who you are, from Marie. But either she can't or won't tell. But I've found out one thing, for certain. You're NOT Miss Farrington."" ""No, I'm not; but I never said I was."" ""I know you didn't, but you told me you were a pretty brunette, with poppy cheeks,--and Miss Farrington is that."" ""Did I tell you I was PRETTY? Oh, I'm SURE I didn't!"" ""You didn't have to. I know that myself. Now, if you'll keep still a minute, _I_'D like to speak."" ""If I can't talk, I may as well hang up this receiver, for I'm"
5631,Patty's Suitors,"Wells, Carolyn",PZ; PS,poppy,"that she laughed outright. ""But you know,"" she said, ""there are pink poppies as well as scarlet. Incidentally there are white and there are saffron yellow."" ""So there are,"" said Cameron, delightedly. ""How you DO help a fellow out! Well, yours are just the colour of a soft, dainty pink poppy that is touched by the sunlight and kissed by a summer breeze."" ""I knew you were a poet,"" said Patty, smiling, ""but I don't allow even a summer breeze to kiss my cheeks."" ""I should hope not! A summer breeze is altogether too promiscuous with its kisses. I hope you"
5631,Patty's Suitors,"Wells, Carolyn",PZ; PS,poppy,"Patty sat down there for a moment. There seemed to be no one in the hall below, and Patty concluded that she was early after all, though she had feared she would be late. In a moment Kit came down and spied her. ""Hello, Princess!"" he cried. ""You're a yellow poppy to-night,--and a gay little blossom, too."" ""Not yellow poppyCHEEK!"" cried Patty, rubbing her pink cheeks in mock dismay. ""Well, no; only one who is colour-blind could call those pink cheeks yellow. May I pose beside you, here, and make a beautiful tableau?"" He sat beside Patty on the window-seat, and"
5631,Patty's Suitors,"Wells, Carolyn",PZ; PS,poppy,"good notion to adopt him as one."" ""Don't! There's nothing so dangerous as adopting a young man for a brother! But I know who you mean,--Eddie Bell. He doesn't look a bit like you, but he HAS yellow curls and blue eyes."" ""And pink cheeks,"" supplemented Patty. ""Yes, but not poppy cheeks; they're more the pink of a--of a--horsechestnut!"" ""I think pink horsechestnut blooms are beautiful."" ""Oh, you do, do you? And I suppose you think Eddie Bell is beautiful!"" ""Well, there's no occasion for you to get mad about it if I do. Do you know, Mr. Cameron, you flare"
5651,Dreams and Dream Stories,"Kingsford, Anna Bonus",BF; PR,opium,"a student at the Paris Faculty of Medicine, preparing for examinations, daily visiting hospital wards as dresser, and attending lectures. Later, when I had taken my degree, I was engaged in the duties of my profession and in writing for the press on scientific subjects. Neither have I ever taken opium, hashish or other dream-producing agent. A cup of tea or coffee represents the extent of my indulgences in this direction. I mention these details in order to guard against inferences which otherwise might be drawn as to the genesis of my faculty. With regard to the interpretation and application of"
5658,Lord Jim,"Conrad, Joseph",PR,opium,"to take anything to heart.” “Yes,” I said, “you see things as they are.” “I wish I could see my partner coming along, that’s what I wish to see,” he said. “Know my partner? Old Robinson. Yes; _the_ Robinson. Don’t _you_ know? The notorious Robinson. The man who smuggled more opium and bagged more seals in his time than any loose Johnny now alive. They say he used to board the sealing-schooners up Alaska way when the fog was so thick that the Lord God, He alone, could tell one man from another. Holy-Terror Robinson. That’s the man. He is with"
5658,Lord Jim,"Conrad, Joseph",PR,opium,"mountains) has been given into the hand of the high-born, and _this_ Rajah they knew: he was of their own royal house. I had the pleasure of meeting the gentleman later on. He was a dirty, little, used-up old man with evil eyes and a weak mouth, who swallowed an opium pill every two hours, and in defiance of common decency wore his hair uncovered and falling in wild stringy locks about his wizened grimy face. When giving audience he would clamber upon a sort of narrow stage erected in a hall like a ruinous barn with a rotten bamboo floor,"
5658,Lord Jim,"Conrad, Joseph",PR,opium,"floor of his audience-hall, and lay motionless for a whole night and a whole day, uttering stifled sounds of such an appalling nature that no man dared approach his prostrate form nearer than a spear’s length. Already he could see himself driven ignominiously out of Patusan, wandering abandoned, stripped, without opium, without his women, without followers, a fair game for the first comer to kill. After Sherif Ali his turn would come, and who could resist an attack led by such a devil? And indeed he owed his life and such authority as he still possessed at the time of my"
5697,Tales of Chinatown,"Rohmer, Sax",PR,opium,"the mist, he paused, pushed open a swing door, and stepped into a long, narrow passage. He descended three stairs, and entered a room laden with a sickly perfume compounded of stale beer and spirits; of greasy humanity--European, Asiastic, and African; of cheap tobacco and cheaper scents; and, vaguely, of opium. It was fairly well lighted, but the fog had penetrated here, veiling some of the harshness of its rough appointments. An unsavoury den was Malay Jack's, where flotsam of the river might be found. Yellow men there were, and black men and brown men. But all the women present were"
5697,Tales of Chinatown,"Rohmer, Sax",PR,opium,"of which appeared to be English. Upon the top of the shelves were grotesque figures of gods, pieces of Chinese pottery and other Oriental ornaments. Arms there were in the room, and rich carpets, carven furniture, and an air of luxury peculiarly exotic. Furthermore, he detected a faint smell of opium from which fact he divined that Zani Chada was addicted to the national vice of China. Seated before a long narrow table was the notorious Eurasian. The table contained a number of strange and unfamiliar objects, as well as a small rack of books. An opium pipe rested in a"
5697,Tales of Chinatown,"Rohmer, Sax",PR,opium,"a faint smell of opium from which fact he divined that Zani Chada was addicted to the national vice of China. Seated before a long narrow table was the notorious Eurasian. The table contained a number of strange and unfamiliar objects, as well as a small rack of books. An opium pipe rested in a porcelain bowl. Zani Chada, wearing a blue robe, sat in a cushioned chair, staring toward the Chief Inspector. With one slender yellow hand he brushed his untidy gray hair. His long magnetic eyes were half closed. “Good evening, Chief Inspector Kerry,” he said. “Won't you be"
5697,Tales of Chinatown,"Rohmer, Sax",PR,opium,"the fireman. “Only a lump o' mud,” growled Harley, and with a very dirty handkerchief he pretended to remove the imaginary stain, and then, turning to me: “Open the door, Jim,” he directed. His examination of the man's eyes had evidently satisfied him that our acquaintance had really been smoking opium. We paused immediately outside the house for which we had been bound, and as I had the key I opened the door and the three of us stepped into a little dark room. Harley closed the door and we stumbled upstairs to a low first-floor apartment facing the street. There"
5697,Tales of Chinatown,"Rohmer, Sax",PR,opium,"“Fetch out the grog, Jim; there's about enough for three.” I walked to a cupboard, as the fireman sank limply down in the chair, and took out a bottle and three glasses. When the man, who, as I could now see quite plainly, was suffering from the after effects of opium, had eagerly gulped the stiff drink which I handed to him, he looked around with dim, glazed eyes, and: “You've saved my life, mates,” he declared. “I've 'ad a 'orrible nightmare, I 'ave--a nightmare. See?” He fixed his eyes on me for a moment, then raised himself from his seat,"
5697,Tales of Chinatown,"Rohmer, Sax",PR,opium,"swine Kwen Lung 'ad tore the dress off of 'er shoulders with a bloody great whip!” Harley was leaning forward in his seat now, intent upon the man's story, and although I could not get rid of the idea that our friend was relating the events of a particularly unpleasant opium dream, nevertheless I was fascinated by the strange story and by the strange manner of its telling. “I saw the blood drip from 'er bare shoulders, mates,” the man continued huskily, and with his big dirty hands he strove to illustrate his words. “An' that old yellow devil lashed an'"
5697,Tales of Chinatown,"Rohmer, Sax",PR,opium,"he?” “Go play fan-tan. Not come back.” Ma Lorenzo, having relocked the street door, had rejoined us, and as I followed my friend down into the dim and uninviting apartment she stood at the top of the steps, hands on hips, regarding us. The place, which was quite palpably an opium den, must have disappointed anyone familiar with the more ornate houses of Chinese vice in San Francisco and elsewhere. The bare floor was not particularly clean, and the few decorations which the room boasted were garishly European for the most part. A deep divan, evidently used sometimes as a bed,"
5697,Tales of Chinatown,"Rohmer, Sax",PR,opium,"two top rooms of the house. Paul Harley had taken the trouble to investigate the man's past, for “Captain Dan,” the name by which he was known in the saloons and worse resorts which he frequented, was palpably a broken-down gentleman; a piece of flotsam caught in the yellow stream. Opium had been his downfall. How he lived I never knew, but Harley believed he had some small but settled income, sufficient to enable him to kill himself in comfort with the black pills. As he stood there before me in the early morning light, I was aware of some subtle"
5697,Tales of Chinatown,"Rohmer, Sax",PR,opium,"will repay examination.” I held the little object in the palm of my hand, bending forward over the marble-topped table and looking down at it with deep curiosity. The babel of tongues so characteristic of Malay Jack's, and that mingled odour of stale spirits, greasy humanity, tobacco, cheap perfume, and opium, which distinguish the establishment faded from my ken. A sense of loneliness came to me. Perhaps I should say that it became complete. I had grown conscious of its approach at the very moment that the cadaverous white-haired man had addressed me. There was a quality in his steadfast gaze"
