,Book_ID,Keyword,Full_Context
699,3637,narcotic,"suddenly of England. She had no idea why. But it was too warm for England. There, in the autumn time, an open window would let in a cold air, probably a biting blast. The wooden shutter would be shaking. There would be, perhaps, a sound of rain. And Domini found herself vaguely pitying England and the people mewed up in it for the winter. Yet how many winters she had spent there, dreaming of liberty and doing dreary things--things without savour, without meaning, without salvation for brain or soul. Her mind was still dulled to a certain extent by the narcotic she had taken. She was a strong and active woman, with long limbs and well-knit muscles, a clever fencer, a tireless swimmer, a fine horsewoman. But to-night she felt almost neurotic, like one of the weak or dissipated sisterhood for whom “rest cures” are invented, and by whom bland doctors live. That heaving red floor continually emphasised for her her present feebleness. She hated feebleness. So she blew out the candle and, with misplaced energy, strove resolutely to sleep. Possibly her resolution defeated its object. She continued in a condition of dull and heavy wakefulness till the darkness became intolerable"
700,3692,poppy,"love are love's true ministers.' PRIDE OF YOUTH Even as a child, of sorrow that we give The dead, but little in his heart can find, Since without need of thought to his clear mind Their turn it is to die and his to live: Even so the winged New Love smiles to receive Along his eddying plumes the auroral wind, Nor, forward glorying, casts one look behind Where night-rack shrouds the Old Love fugitive. There is a change in every hour's recall, And the last cowslip in the fields we see On the same day with the first corn- poppy . Alas for hourly change! Alas for all The loves that from his hand proud Youth lets fall, Even as the beads of a told rosary! WINGED HOURS Each hour until we meet is as a bird That wings from far his gradual way along The rustling covert of my soul,--his song Still loudlier trilled through leaves more deeply stirr'd: But at the hour of meeting, a clear word Is every note he sings, in Love's own tongue; Yet, Love, thou know'st the sweet strain wrong, Through our contending kisses oft unheard. What of that hour at last, when for"
701,3692,poppy,"hair and fluttering hem,--the beat Following her daily of thy heart and feet, How passionately and irretrievably, In what fond flight, how many ways and days! BODY'S BEAUTY Of Adam's first wife, Lilith, it is told (The witch he loved before the gift of Eve,) That, ere the snake's, her sweet tongue could deceive, And her enchanted hair was the first gold. And still she sits, young while the earth is old, And, subtly of herself contemplative, Draws men to watch the bright web she can weave, Till heart and body and life are in its hold. The rose and poppy are her flowers; for where Is he not found, O Lilith, whom shed scent And soft-shed kisses and soft sleep shall snare? Lo! as that youth's eyes burned at thine, so went Thy spell through him, and left his straight neck bent And round his heart one strangling golden hair. THE MONOCHORD Is it this sky's vast vault or ocean's sound That is Life's self and draws my life from me, And by instinct ineffable decree Holds my breath quailing on the bitter bound? Nay, is it Life or Death, thus thunder-crown'd, That 'mid the tide of all emergency Now"
702,3705,opium,"him a foot long an' a fright of a temper. He was one o' these fellers what is always out o' humor, only sometimes farther out than common. Still, me with my rope, an' Ches with his football habits, was one too many for Mr. Goat; an' we soon had him up in the haymow. Then I passed up the can o' paint, an' took a stroll around to see that no one had been givin' us the look-over. The can o' paint did have a pretty fierce smell, but I didn't put much faith in it. I'd been in opium joints, an' I knew that a Chinaman would FATTEN on a smell 'at would suffocate a goat; an' when it comes to vigorous an' able-bodied odors, a billy-goat ain't no tenderfoot himself. After a time Ches came down with a heavenly smile on his face, so I knew the goat hadn't smothered yet; an' then we went into the house an' handled the lights in just the regular way; but when the time came, instead of goin' to bed, we went out an' cooned up a big tree, about on a level with the mow-window. Ches had nailed up a"
703,3705,opium,"after he'd apologized a couple o' chapters she told him 'at she was nearly through with the book, an' if he'd come up to the house after supper she'd be glad to let him take it. After supper up he went to the house an' sent ol' Mellisse in for it. When he got it he went back to the cook-shack an' stayed up all night readin' it. One of the boys what got in about two o'clock said 'at he was just about half through with it the second time when he came along. Books is the same as opium to some folks. After that Barbie used to send him down books purty often, an' he used to get a world of comfort out of 'em. One afternoon when Dick was cookin' up a stew Jabez came out an' sat on a cracker-box talkin' to him. He allus seemed to have a likin' for Dick, an' used to chat with him right consid'able. This afternoon he got to spreadin' himself about how much money the place handled every year an' how much the' was invested in it, an' what a great thing the cattle industry was to the entire country."
704,3746,poppy,"cart, her hands clinched. No, no, no, Rudyard was not dead, and he should not die. It mattered not what Al'mah had written, she must have her chance to prove herself; his big soul must have its chance to run a long course, must not be cut off at the moment when so much had been done; when there was so much to do. Ian should see that she was not ""just a little burst of eloquence,"" as he had called her, not just a strumpet, as he thought her; but a woman now, beyond eloquence, far distant from the poppy -fields of pleasure. She was young enough for it to be a virtue in her to avoid the poppy-fields. She was not twenty-six years of age, and to have learned the truth at twenty-six, and still not to have been wholly destroyed by the lies of life, was something which might be turned to good account. She was sharply roused, almost shocked out of her distraction. Bright lights appeared suddenly in front of her, and she heard the voice of her Corporal saying: ""We're here, ma'am, where old Brinkwort built a hospital for one, and that one's yours, Mrs. Byng."""
705,3746,poppy,"not what Al'mah had written, she must have her chance to prove herself; his big soul must have its chance to run a long course, must not be cut off at the moment when so much had been done; when there was so much to do. Ian should see that she was not ""just a little burst of eloquence,"" as he had called her, not just a strumpet, as he thought her; but a woman now, beyond eloquence, far distant from the poppy-fields of pleasure. She was young enough for it to be a virtue in her to avoid the poppy -fields. She was not twenty-six years of age, and to have learned the truth at twenty-six, and still not to have been wholly destroyed by the lies of life, was something which might be turned to good account. She was sharply roused, almost shocked out of her distraction. Bright lights appeared suddenly in front of her, and she heard the voice of her Corporal saying: ""We're here, ma'am, where old Brinkwort built a hospital for one, and that one's yours, Mrs. Byng."" He clucked to his horses and they slackened. All at once the lights seemed to grow larger, and"
706,3746,laudanum,"house, and taking the consequences; but, all the same, a sudden death like that all alone must have been dreadful. Please tell me, what was the verdict?"" ""Heart failure was the verdict; with regret for a promising life cut short, and sympathy with the relatives."" ""I never heard that he had heart trouble,"" was the meditative response. ""But--well, of course, it was heart failure. When the heart stops beating, there's heart failure. What a silly verdict!"" ""It sounded rather worse than silly,"" was Ian's comment. ""Did--did they cut him up, to see if he'd taken morphia, or an overdose of laudanum or veronal or something? I had a friend who died of taking quantities of veronal while you were abroad so long--a South American, she was."" He nodded. ""It was all quite in order. There were no signs of poison, they said, but the heart had had a shock of some kind. There had been what they called lesion, and all that kind of thing, and not sufficient strength for recovery."" ""I suppose Mr. Mappin wasn't present?"" she asked, curiously. ""I know it is silly in a way, but don't you remember how interested Mr. Fellowes was in that needle? Was"
707,3757,nepenthe,"2001 Language: English Character set encoding: ASCII *** START OF THIS PROJECT GUTENBERG EBOOK THE WHITE BEES *** Produced by Charles Franks, Robert Rowe, and the Online Distributed Proofreading Team. The White Bees by Henry van Dyke CONTENTS THE WHITE BEES NEW YEAR'S EVE SONGS FOR AMERICA Sea-Gulls of Manhattan Urbs Coronata America Doors of Daring A Home Song A Noon Song An American in Europe The Ancestral Dwellings Francis Makemie National Monuments IN PRAISE OF POETS Mother Earth Milton: Three Sonnets Wordsworth Keats Shelley Robert Browning Longfellow Thomas Bailey Aldrich Edmund Clarence Stedman LYRICS, DRAMATIC AND PERSONAL Late Spring Nepenthe Hesper Arrival Departure The Black Birds Without Disguise Gratitude Master of Music Stars and the Soul To Julia Marlowe Pan Learns Music ""Undine"" Love in a Look My April Lady A Lover's Envy The Hermit Thrush Fire-Fly City The Gentle Traveller Sicily, December, 1908 The Window Twilight in the Alps Jeanne D'Arc Hudson's Last Voyage THE WHITE BEES AND OTHER POEMS THE WHITE BEES I LEGEND Long ago Apollo called to Aristaeus, youngest of the shepherds, Saying, ""I will make you keeper of my bees."" Golden were the hives, and golden was the honey; golden, too, the music, Where the"
708,3757,nepenthe,"me deep into the Spring divine That makes amends for all the wintry past. For all the flowers and songs I feared to miss Arrive with you; And in the lingering pressure of your kiss My dreams come true; And in the promise of your generous eyes I read the mystic sign Of joy more perfect made Because so long delayed, And bliss enhanced by rapture of surprise. Ah, think not early love alone is strong; He loveth best whose heart has learned to wait Dear messenger of Spring that tarried long, You're doubly dear because you come so late. NEPENTHE Yes it was like you to forget, And cancel in the welcome of your smile My deep arrears of debt, And with the putting forth of both your hands To sweep away the bars my folly set Between us--bitter thoughts, and harsh de- mands, And reckless deeds that seemed untrue To love, when all the while My heart was aching through and through For you, sweet heart, and only you. Yet, as I turned to come to you again, I thought there must be many a mile Of sorrowful reproach to cross, And many an hour of mutual pain To"
709,3757,nepenthe,"hold aloof,-- Ah, 't is not thus that other women use The power they have won! For there is none like you, beloved,--none Secure enough to do what you have done. Where did you learn this heavenly art,-- You sweetest and most wise of all that live,-- With silent welcome to impart Assurance of the royal heart That never questions where it would forgive? None but a queen could pardon me like this! My sovereign lady, let me lay Within each rosy palm a loyal kiss Of penitence, then close the fingers up, Thus--thus! Now give the cup Of full nepenthe in your crimson mouth, And come--the garden blooms with bliss, The wind is in the south, The rose of love with dew is wet-- Dear, it was like you to forget! HESPER Her eyes are like the evening air, Her voice is like a rose, Her lips are like a lovely song, That ripples as it flows, And she herself is sweeter than The sweetest thing she knows. A slender, haunting, twilight form Of wonder and surprise, She seemed a fairy or a child, Till, deep within her eyes, I saw the homeward-leading star Of womanhood arise. ARRIVAL Across a"
710,3781,black smoke,"saw through the smoke still standing erect behind the couch. Then, as I looked, I saw Doctor Winchester sink down. He was not unconscious; for he waved his hand back and forward, as though to forbid any one to come to him. At this time the figures of Mr. Trelawny and Mr. Corbeck were becoming indistinct in the smoke which rolled round them in thick billowy clouds. Finally I lost sight of them altogether. The coffer still continued to glow; but the lamps began to grow dim. At first I thought that their light was being overpowered by the thick black smoke ; but presently I saw that they were, one by one, burning out. They must have burned quickly to produce such fierce and vivid flames. I waited and waited, expecting every instant to hear the command to turn up the light; but none came. I waited still, and looked with harrowing intensity at the rolling billows of smoke still pouring out of the glowing casket, whilst the lamps sank down and went out one by one. Finally there was but one lamp alight, and that was dimly blue and flickering. The only effective light in the room was from the"
711,3781,black smoke,"hand. She recognised my anxiety and said at once: “I am all right.” “Thank God!” I said. “How are the others? Quick, let us open all the windows and get rid of this smoke!” To my surprise, she answered in a sleepy way: “They will be all right. They won’t get any harm.” I did not stop to inquire how or on what ground she formed such an opinion, but threw up the lower sashes of all the windows, and pulled down the upper. Then I threw open the door. A few seconds made a perceptible change as the thick, black smoke began to roll out of the windows. Then the lights began to grow into strength and I could see the room. All the men were overcome. Beside the couch Doctor Winchester lay on his back as though he had sunk down and rolled over; and on the farther side of the sarcophagus, where they had stood, lay Mr. Trelawny and Mr. Corbeck. It was a relief to me to see that, though they were unconscious, all three were breathing heavily as though in a stupor. Margaret still stood behind the couch. She seemed at first to be in a partially"
712,3797,poppy,"investor, some shopman with “savings,” had delivered his soul to the local builders and built himself a house, and there it stood, ill-designed, mean-looking, isolated, ill-placed on a cheaply fenced plot, athwart which his domestic washing fluttered in the breeze amidst a bleak desolation of enterprise. Then presently our railway crossed a high road, and a row of mean yellow brick houses—workmen’s cottages, and the filthy black sheds that made the “allotments” of that time a universal eyesore, marked our approach to the more central areas of—I quote the local guidebook—“one of the most delightful resorts in the East Anglian poppy -land.” Then more mean houses, the gaunt ungainliness of the electric force station—it had a huge chimney, because no one understood how to make combustion of coal complete—and then we were in the railway station, and barely three-quarters of a mile from the center of this haunt of health and pleasure. I inspected the town thoroughly before I made my inquiries. The road began badly with a row of cheap, pretentious, insolvent-looking shops, a public-house, and a cab-stand, but, after an interval of little red villas that were partly hidden amidst shrubbery gardens, broke into a confusedly bright but not"
713,3797,poppy,"at last beneath the pouring mist and suffocation of the comet. Because certainly that world was over and done. They were all so weak and unhappy, and I was now so strong and so serene. For I felt sure I was dead; no one living could have this perfect assurance of good, this strong and confident peace. I had made an end of the fever called living. I was dead, and it was all right, and these———? I felt an inconsistency. These, then, must be the barley fields of God!—the still and silent barley fields of God, full of unfading poppy flowers whose seeds bear peace. § 2 It was queer to find barley fields in heaven, but no doubt there were many surprises in store for me. How still everything was! Peace! The peace that passeth understanding. After all it had come to me! But, indeed, everything was very still! No bird sang. Surely I was alone in the world! No birds sang. Yes, and all the distant sounds of life had ceased, the lowing of cattle, the barking of dogs. . . . Something that was like fear beatified came into my heart. It was all right, I knew;"
714,3828,anodyne,"them and shown myself mighty affable, as a sensible and aspiring Parliamentary candidate should do; but the way to their hearts I had never found, I had never dreamed of seeking. And now it seemed as if the great gift had been bestowed on me--and I examined it with a new and almost tremulous delight. Also, for the first time in all my life, I had taken pain to be the companion of my soul. All my efforts to find Lola were fruitless. I became acquainted with the heartache, the longing for the unattainable, the agony of spirit. The only anodyne was a forgetfulness of self, the only compensation a glimmer of a hope and the shadow of a smile in the grey and leaden lives around me. On Whit Monday evening I was walking along the Thames Embankment on my way home from Waterloo Station, wet through, tired out, disappointed, and looking forward to the dry, soft raiment, the warm, cosy room, the excellent dinner that awaited me in my flat. I--with several others--had been helping Campion with his annual outing of factory girls and young hooligans. The weather, which had been perfect on Saturday, Sunday, and when we had"
715,4037,opium,"motion to life in thought and sensation:"" so Coleridge sums up his childhood, with its delicacy, its sensitiveness, and passion. But at twenty-five he was exercising a wonderful charm, and had already defined for himself his peculiar line of intellectual activity. He had an odd, attractive gift of conversation, or rather of monologue, as Madame de Staël observed of him, full of bizarreries, with the rapid alternations of a dream, and here or there an unexpected summons into a world [71] strange to the hearer, abounding in images drawn from a sort of divided imperfect life, the consciousness of the opium -eater, as of one to whom the external world penetrated only in part, and, blent with all this, passages of deep obscurity, precious, if at all, only for their musical cadence, echoes in Coleridge of the eloquence of those older English writers of whom he was so ardent a lover. And all through this brilliant early manhood we may discern the power of the ""Asiatic"" temperament, of that voluptuousness, which is connected perhaps with his appreciation of the intimacy, the almost mystical communion of touch, between nature and man. ""I am much better,"" he writes, ""and my new and tender"
716,4037,opium,"A [83] quaint fragment of verse on Human Life might serve to illustrate his study of the earlier English philosophical poetry. The latter gift, that power of the ""subtle-souled psychologist,"" as Shelley calls him, seems to have been connected with some tendency to disease in the physical temperament, something of a morbid want of balance in those parts where the physical and intellectual elements mix most closely together, with a kind of languid visionariness, deep-seated in the very constitution of the ""narcotist,"" who had quite a gift for ""plucking the poisons of self-harm,"" and which the actual habit of taking opium , accidentally acquired, did but reinforce. This morbid languor of nature, connected both with his fitfulness of purpose and his rich delicate dreaminess, qualifies Coleridge's poetic composition even more than his prose; his verse, with the exception of his avowedly political poems, being, unlike that of the ""Lake School,"" to which in some respects he belongs, singularly unaffected by any moral, or professional, or personal effort or ambition,--""written,"" as he says, ""after the more violent emotions of sorrow, to give him pleasure, when perhaps nothing else could;"" but coming thus, indeed, very close to his own most intimately personal characteristics,"
717,4037,opium,"ghost literature, in Scott and Shakespeare even, have a kind of crudity or coarseness. Coleridge's power is in the very fineness with which, as by some really ghostly finger, he brings home to our inmost sense his inventions, daring as they are--the skeleton ship, the polar spirit, the inspiriting of the dead corpses of the ship's crew. The Rhyme of the Ancient Mariner has the plausibility, the perfect adaptation to reason and the general aspect of life, which belongs to the marvellous, when actually presented as part of a credible experience in our dreams. Doubtless, the mere experience of the opium -eater, the habit he must almost necessarily fall into of noting the more elusive phenomena of dreams, had something to do with that: in its essence, however, it is connected with a more purely intellectual circumstance in the development of Coleridge's poetic gift. Some one once asked William Blake, to whom Coleridge has many resemblances, when either is at his best (that whole episode of the re-inspiriting of the ship's crew in The Ancient Mariner being comparable to Blake's well-known design of the ""Morning Stars singing together"") whether he had ever seen a ghost, and was surprised when the famous"
718,4037,narcotic,"mind I am recommending. But the true artist allows for it. He will remember that, as the very word ornament indicates what is in itself non-essential, so the ""one beauty"" of all literary style is of its very essence, and independent, in prose and verse alike, of all removable decoration; that it may exist in its fullest lustre, as in Flaubert's Madame Bovary, for instance, or in Stendhal's Le Rouge et Le Noir, in a composition utterly unadorned, with hardly a single suggestion of visibly beautiful things. Parallel, allusion, the allusive way generally, the flowers in the garden:--he knows the narcotic force of these upon the negligent intelligence to which any diversion, literally, is welcome, any vagrant intruder, because one can go wandering away with it from the immediate subject. Jealous, if he have a really quickening motive within, of all that does not hold directly to that, of the facile, the otiose, he will never depart from the strictly pedestrian process, unless he gains a ponderable something thereby. Even assured of its congruity, he will still question its serviceableness. Is it worth while, can we afford, to attend to just that, to just that figure or literary reference, just then?--Surplusage!"
719,4078,opium,"work, Basil, the best thing you have ever done,"" said Lord Henry, languidly. ""You must certainly send it next year to the Grosvenor. The Academy is too large and too vulgar. The Grosvenor is the only place."" ""I don't think I will send it anywhere,"" he answered, tossing his head back in that odd way that used to make his friends laugh at him at Oxford. ""No: I won't send it anywhere."" Lord Henry elevated his eyebrows, and looked at him in amazement through the thin blue wreaths of smoke that curled up in such fanciful whorls from his heavy opium -tainted cigarette. ""Not send it anywhere? My dear fellow, why? Have you any reason? What odd chaps you painters are! You do anything in the world to gain a reputation. As soon as you have one, you seem to want to throw it away. It is silly of you, for there is only one thing in the world worse than being talked about, and that is not being talked about. A portrait like this would set you far above all the young men in England, and make the old men quite jealous, if old men are ever capable of any"
720,4078,anodyne,"to, he hardly knew. He remembered wandering through dimly-lit streets with gaunt black-shadowed archways and evil-looking houses. Women with hoarse voices and harsh laughter had called after him. Drunkards had reeled by cursing, and chattering to themselves like monstrous apes. He had seen grotesque children huddled upon door-steps, and had heard shrieks and oaths from gloomy courts. When the dawn was just breaking he found himself at Covent Garden. Huge carts filled with nodding lilies rumbled slowly down the polished empty street. The air was heavy with the perfume of the flowers, and their beauty seemed to bring him an anodyne for his pain. He followed into the market, and watched the men unloading their wagons. A white-smocked carter offered him some cherries. He thanked him, wondered why he refused to accept any money for them, and began to eat them listlessly. They had been plucked at midnight, and the coldness of the moon had entered into them. A long line of boys carrying crates of striped tulips, and of yellow and red roses, defiled in front of him, threading their way through the huge jade-green piles of vegetables. Under the portico, with its gray sun-bleached pillars, loitered a troop of"
721,4240,poppy,"of the room. She again went the round of the green-houses and the conservatory, informing the gardener, in her high, peremptory, simple fashion, of what she wanted, telling him all the blooms she had selected. “What do you want these for?” Wilson asked. “I want them,” she said. She wished servants did not ask questions. “Ay, you’ve said as much. But what do you want them for, for decoration, or to send away, or what?” “I want them for a presentation bouquet.” “A presentation bouquet! Who’s coming then?—the Duchess of Portland?” “No.” “Oh, not her? Well you’ll have a rare poppy -show if you put all the things you’ve mentioned into your bouquet.” “Yes, I want a rare poppy-show.” “You do! Then there’s no more to be said.” The next day Winifred, in a dress of silvery velvet, and holding a gaudy bunch of flowers in her hand, waited with keen impatience in the schoolroom, looking down the drive for Gudrun’s arrival. It was a wet morning. Under her nose was the strange fragrance of hot-house flowers, the bunch was like a little fire to her, she seemed to have a strange new fire in her heart. This slight sense of"
722,4240,poppy,"in her high, peremptory, simple fashion, of what she wanted, telling him all the blooms she had selected. “What do you want these for?” Wilson asked. “I want them,” she said. She wished servants did not ask questions. “Ay, you’ve said as much. But what do you want them for, for decoration, or to send away, or what?” “I want them for a presentation bouquet.” “A presentation bouquet! Who’s coming then?—the Duchess of Portland?” “No.” “Oh, not her? Well you’ll have a rare poppy-show if you put all the things you’ve mentioned into your bouquet.” “Yes, I want a rare poppy -show.” “You do! Then there’s no more to be said.” The next day Winifred, in a dress of silvery velvet, and holding a gaudy bunch of flowers in her hand, waited with keen impatience in the schoolroom, looking down the drive for Gudrun’s arrival. It was a wet morning. Under her nose was the strange fragrance of hot-house flowers, the bunch was like a little fire to her, she seemed to have a strange new fire in her heart. This slight sense of romance stirred her like an intoxicant. At last she saw Gudrun coming, and she ran downstairs to"
723,4240,narcotic,"’em bloody-well down this second—” The younger man looked after Gudrun and Ursula objectively, as if he wished to calculate what there might be, that was worth his week’s wages. He shook his head with fatal misgiving. “No,” he said. “It’s not worth that to me.” “Isn’t?” said the old man. “By God, if it isn’t to me!” And he went on shovelling his stones. The girls descended between the houses with slate roofs and blackish brick walls. The heavy gold glamour of approaching sunset lay over all the colliery district, and the ugliness overlaid with beauty was like a narcotic to the senses. On the roads silted with black dust, the rich light fell more warmly, more heavily, over all the amorphous squalor a kind of magic was cast, from the glowing close of day. “It has a foul kind of beauty, this place,” said Gudrun, evidently suffering from fascination. “Can’t you feel in some way, a thick, hot attraction in it? I can. And it quite stupifies me.” They were passing between blocks of miners’ dwellings. In the back yards of several dwellings, a miner could be seen washing himself in the open on this hot evening, naked down"
724,4240,black smoke,"in an underworld,” said Gudrun. “The colliers bring it above-ground with them, shovel it up. Ursula, it’s marvellous, it’s really marvellous—it’s really wonderful, another world. The people are all ghouls, and everything is ghostly. Everything is a ghoulish replica of the real world, a replica, a ghoul, all soiled, everything sordid. It’s like being mad, Ursula.” The sisters were crossing a black path through a dark, soiled field. On the left was a large landscape, a valley with collieries, and opposite hills with cornfields and woods, all blackened with distance, as if seen through a veil of crape. White and black smoke rose up in steady columns, magic within the dark air. Near at hand came the long rows of dwellings, approaching curved up the hill-slope, in straight lines along the brow of the hill. They were of darkened red brick, brittle, with dark slate roofs. The path on which the sisters walked was black, trodden-in by the feet of the recurrent colliers, and bounded from the field by iron fences; the stile that led again into the road was rubbed shiny by the moleskins of the passing miners. Now the two girls were going between some rows of dwellings, of the"
725,4271,poppy,"a better halting-place within their powers, as the sun was already some way on his downward course; and besides, it would take some time to repack the goods which had been cast about in every direction during the search. The days were at their shortest, though that was not very short, closing in at about five o'clock, so that there was not much time to spare. Arthur began to feel some alarm at the continued drowsiness of the little boy, who only once muttered something, turned round, and slept again. 'What have you done to him?' asked Arthur anxiously. 'The poppy ,' responded Yusuf. 'Never fash yoursel'. The bairn willna be a hair the waur, and 'tis better so than that he shuld rax a' our craigs.' Yusuf's peril was so much the greater, that it was impossible to object to any of his precautions, especially as he might take offence and throw the whole matter over; but it was impossible not to chafe secretly at the delay, which seemed incomprehensible. Indeed, the merchant was avoiding private communication with Arthur, only assuming the master, and ordering about in a peremptory fashion which it was very hard to digest. After the sunset"
726,4281,paregoric,"Toddie; ""I likes black medshin awfoo muts."" ""What do you make it of?"" I asked, with some sympathy, and tracing parental influence again. When Helen and I were children we spent hours in soaking liquorice in water and administering it as medicine. ""Makesh it out of shoda mitsture,"" said Toddie. This was another medicine of our childhood days, but one prepared according to physician's prescription, and not beneficial when taken ad libitum. As I took the vial--a two-ounce one--I asked:-- ""How much did you take, Toddie?"" ""Took whole bottoo full--twas nysh,"" said he. Suddenly the label caught my eye--it read PAREGORIC . In a second I had snatched a shawl, wrapped Toddie in it, tucked him under my arm, and was on my way to the barn. In a moment more I was on one of the horses and galloping furiously to the village, with Toddie under one arm, his yellow curls streaming in the breeze. People came out and stared as they did at John Gilpin, while one old farmer whom I met turned his team about, whipped up furiously, and followed me, shouting ""Stop thief!"" I afterward learned that he took me to be one of the abductors of"
727,4299,narcotic,"leave the house, and for hours at a time she sat as if in melancholy brooding, unwilling to talk or to read. Harvey tried reading to her, but in the daytime she could not keep her thoughts from wandering, and after dinner it merely sent her to sleep. Yet she declared that there was nothing to trouble about; she would be herself again before long. But one day the doctor who was attending her had a few words in private with Rolfe, and told him that he had made an unpleasant discovery--Mrs Rolfe was in the habit of taking a narcotic . At first, when the doctor asked if this was the case, she had denied it, but in the end he had elicited a confession, and a promise that the dangerous habit should be relinquished. 'I was on no account to mention this to you, and you mustn't let it be seen that I have done so. If it goes on, and I'm rather afraid it will for a short time, I shall tell her that you must be informed of it.' Harvey, to whom such a suspicion had never occurred, waited anxiously for the doctor's further reports. As was"
728,4301,anodyne,"tumbled himself into bed. ‘Get that light put out,’ he exclaimed, after lying still for a while. Pennyloaf said she was uneasy about the child; its cough seemed to be better, but it moved about restlessly and showed no sign of getting to sleep. ‘Give it some of the mixture, then. Be sharp and put the light out.’ Pennyloaf obeyed the second injunction, and she too lay down, keeping the child in her arms; of the ‘mixture’ she was afraid, for a few days since the child of a neighbour had died in consequence of an overdose of this same anodyne . For a long time there was silence in the room. Outside, voices kept sounding with that peculiar muffled distinctness which they have on a night of dense fog, when there is little or no wheel-traffic to make the wonted rumbling. ‘Are y’asleep?’ Bob asked suddenly. ‘No.’ ‘There’s something I wanted to tell you. You can have Jane Snowdon here again, if you like.’ ‘I can? Really?’ ‘You may as well make use of her. That’ll do; shut up and go to sleep.’ In the morning Pennyloaf was obliged to ask for money; she wished to take the child to"
729,4305,laudanum,"life is getting worn out. We must dig deeper, get to untouched social strata. Dickens felt this, but he had not the courage to face his subjects; his monthly numbers had to lie on the family tea-table. Not _virginibus puerisque_ will be my book, I assure you, but for men and women who like to look beneath the surface, and who understand that only as artistic material has human life any significance. Yes, that is the conclusion I am working round to. The artist is the only sane man. Life for its own sake?--no; I would drink a pint of laudanum to-night. But life as the source of splendid pictures, inexhaustible material for effects--_that_ can reconcile me to existence, and that only. It is a delight followed by no bitter after-taste, and the only such delight I know."" Harriet was very quiet when Julian returned. She went about getting the tea with a sort of indifference; she let a cup fall and break, but made no remark, and left her husband to pick up the pieces. ""Waymark thinks I'm neglecting him,"" said Julian, with a laugh, as they sat down together. ""It's better to neglect him than to neglect me, I"
730,4309,soporific,"French histories of revolution, which did indeed fascinate her, though, as she half perceived, solely by the dramatic quality of the stories they told. And at length the morning of her fear had come. When he left home Mutimer bade her not expect him till the following day. She spent the hours in loneliness and misery. Mr. Wyvern called, but even him she begged through a servant to excuse her; her mother likewise came, and her she talked with for a few minutes, then pleaded headache. At nine o’clock in the evening she went to her bedroom. She had a soporific at hand, remaining from the time of her illness, and in dread of a sleepless night she had recourse to it. It seemed to her that she had slept a very long time when a great and persistent noise awoke her. It was someone knocking at her door, even, as she at length became aware, turning the handle and shaking it. Being alone, she had locked herself in. She sprang from bed, put on her dressing-gown, and went to the door. Then came her husband’s voice, impatiently calling her name. She admitted him. Through the white blind the morning twilight"
731,4312,anodyne,"indicated a very real and always menacing weakness. Having gained that to which her every instinct had directed itself, she made the possession of her bliss an indispensable factor of life; to lose it would be to fall into nether darkness, into despair of good. So widowed, there would be no support in herself; she knew it, and the knowledge at moments terrified her. Even her religious convictions, once very real and strong, had become subordinate; her creed--though she durst not confess it--was that of earthly love. Formerly she had been thrown back on religious emotion as a solace, an anodyne ; for that reason the tendencies inherited from her mother had at one time reached a climax of fanaticism. Of late years, music had been her resource, the more efficient in that it ministered to hope. By degrees even her charitable activity had diminished; since her mother's death she had abandoned the habit of 'district visiting.' As confidence of the one supreme attainment grew in her, the mere accessories of her moral life were allowed to fall away. She professed no change of opinion, indeed under. went none, but opinion became, as with most women, distinct from practice. She still"
732,4366,opium,"nodding to the old man with a friendly and engaging smile. “From San Francisco, evidently,” thought Mr. Beeson, who having somewhat recovered from his fright was groping his way to a solution of the evening’s events. But now another actor appeared upon the scene. Out of the square black hole in the middle of the floor protruded the head of the departed Chinaman, his glassy eyes turned upward in their angular slits and fastened on the dangling queue above with a look of yearning unspeakable. Mr. Beeson groaned, and again spread his hands upon his face. A mild odor of opium pervaded the place. The phantom, clad only in a short blue tunic quilted and silken but covered with grave-mold, rose slowly, as if pushed by a weak spiral spring. Its knees were at the level of the floor, when with a quick upward impulse like the silent leaping of a flame it grasped the queue with both hands, drew up its body and took the tip in its horrible yellow teeth. To this it clung in a seeming frenzy, grimacing ghastly, surging and plunging from side to side in its efforts to disengage its property from the beam, but uttering"
733,4366,opium,"imminent calamity. And this is the more insupportable the nearer it is to eleven o’clock—by this watch, no matter what the actual hour may be. After the hands have registered eleven the desire to look is gone; I am entirely indifferent. Then I can consult the thing as often as I like, with no more emotion than you feel in looking at your own. Naturally I have trained myself not to look at that watch in the evening before eleven; nothing could induce me. Your insistence this evening upset me a trifle. I felt very much as I suppose an opium -eater might feel if his yearning for his special and particular kind of hell were re-enforced by opportunity and advice. “Now that is my story, and I have told it in the interest of your trumpery science; but if on any evening hereafter you observe me wearing this damnable watch, and you have the thoughtfulness to ask me the hour, I shall beg leave to put you to the inconvenience of being knocked down.” His humor did not amuse me. I could see that in relating his delusion he was again somewhat disturbed. His concluding smile was positively ghastly, and"
