Unnamed: 0,Book_ID,Keyword,Snippet,Etext Number,Authors,LoCC,Published Year,Author Gender,Assigned_Gender,Character_Name,Agency,Power,Sentiment
470,1182,opium,"Irvin’s case is less excusable. I think she must have begun drug-taking because of the mental and nervous exhaustion resulting from late hours and over-much gaiety. The demands of her profession proved too great for her impaired nervous energy, and she sought some stimulant which would enable her to appear bright on the stage when actually she should have been recuperating, in sleep, that loss of vital force which can be recuperated in no other way.” “But _opium!_” snapped Kerry. “I am afraid her other drug habits had impaired her will, and shaken her self-control. She was tempted to try opium by its promise of a new and novel excitement.” “Her husband, I take it, was ignorant of all this?” “I believe he was. Quentin—Mr. Gray—had no idea of it either.” “Then it was Sir Lucien Pyne who was in her confidence in the matter?” Margaret nodded slowly, still tapping the blotting-pad. “He used to accompany her to places where drugs could be obtained, and on several occasions—I cannot say how many—I believe he went with her to some den in Chinatown. It may have been due to Mr. Irvin’s discovery that his wife could not satisfactorily account for some of",1182,"Rohmer, Sax",PR,1919,male,Female,Kerry,0.6666666666666666,-0.16666666666666666,0.31999999999994
471,1182,opium,"offered some slight deterrent at this stage of Rita’s descent, but the girl had quitted her suburban home as soon as her salary had rendered her sufficiently independent to do so, and had established herself in a small but elegant flat situated in the heart of theatreland. But if she had walked blindly into the clutches of cocaine and veronal, her subsequent experiments with _chandu_ were prompted by indefensible curiosity, and a false vanity which urged her to do everything that was “done” by the ultra-smart and vicious set of which she had become a member. Her first introduction to opium -smoking was made under the auspices of an American comedian then appearing in London, an old devotee of the poppy, and it took place shortly after Sir Lucien Pyne had proposed marriage to Rita. This proposal she had not rejected outright; she had pleaded time for consideration. Monte Irvin was away, and Rita secretly hoped that on his return he would declare himself. Meanwhile she indulged in every new craze which became fashionable among her associates. A _chandu_ party took place at the American’s flat in Duke Street, and Rita, who had been invited, and who had consented to go",1182,"Rohmer, Sax",PR,1919,male,Female,Rita,0.8333333333333334,0.0,0.049999999999999996
472,1182,opium,"he would declare himself. Meanwhile she indulged in every new craze which became fashionable among her associates. A _chandu_ party took place at the American’s flat in Duke Street, and Rita, who had been invited, and who had consented to go with Sir Lucien Pyne, met there for the first time the woman variously known as “Lola” and “Mrs. Sin.” CHAPTER XIII. A CHANDU PARTY From the restaurant at which she had had supper with Sir Lucien, Rita proceeded to Duke Street. Alighting from Pyne’s car at the door, they went up to the flat of the organizer of the opium party—Mr. Cyrus Kilfane. One other guest was already present—a slender, fair woman, who was introduced by the American as Mollie Gretna, but whose weakly pretty face Rita recognized as that of a notorious society divorcée, foremost in the van of every new craze, a past-mistress of the smartest vices. Kilfane had sallow, expressionless features and drooping, light-colored eyes. His straw-hued hair, brushed back from a sloping brow, hung lankly down upon his coat-collar. Long familiarity with China’s ruling vice and contact with those who practiced it had brought about that mysterious physical alteration—apparently reflecting a mental change—so often to be",1182,"Rohmer, Sax",PR,1919,male,Female,Pyne,-0.5,0.0,0.4166666666665
473,1182,opium,"“Do you seek forgetfulness of old joys?” he asked. “This is my own case and Pyne’s. Or do you, as Mollie does, seek new joys—youth’s eternal quest?” Rita laughed with a careless abandon which belonged to that part of her character veiled from the outer world. “I think I agree with Miss Gretna,” she said lightly. “There is not so much happiness in life that I want to forget the little I have had.” “Happiness,” murmured Kilfane. “There is no real happiness. Happiness is smoke. Let us smoke.” “I am curious, but half afraid,” declared Rita. “I have heard that opium sometimes has no other effect than to make one frightfully ill.” “Oh, my dear!” cried Miss Gretna, with a foolish giggling laugh, “you will love it! Such fascinating dreams! Such delightful adventures!” “Other drugs,” drawled Sir Lucien, “merely stimulate one’s normal mental activities. _Chandu_ is a key to another life. Cocaine, for instance enhances our capacity for work. It is only a heretic like De Quincey who prostitutes the magic gum to such base purposes. _Chandu_ is misunderstood in Europe; in Asia it is the companion of the aesthete’s leisure.” “But surely,” said Rita, “one pipe of opium will not",1182,"Rohmer, Sax",PR,1919,male,Female,Rita,1.0,0.0,0.166666666667
474,1182,opium,"heard that opium sometimes has no other effect than to make one frightfully ill.” “Oh, my dear!” cried Miss Gretna, with a foolish giggling laugh, “you will love it! Such fascinating dreams! Such delightful adventures!” “Other drugs,” drawled Sir Lucien, “merely stimulate one’s normal mental activities. _Chandu_ is a key to another life. Cocaine, for instance enhances our capacity for work. It is only a heretic like De Quincey who prostitutes the magic gum to such base purposes. _Chandu_ is misunderstood in Europe; in Asia it is the companion of the aesthete’s leisure.” “But surely,” said Rita, “one pipe of opium will not produce all these wonders.” “Some people never experience them at all,” interrupted Miss Gretna. “The great idea is to get into a comfortable position, and just resign yourself—let yourself go. Oh, it’s heavenly!” Cyrus Kilfane turned his dull eyes in Rita’s direction. “A question of temperament and adaptability,” he murmured. “De Quincey, Pyne”—slowly turning towards the baronet—“is didactic, of course; but his _Confessions_ may be true, nevertheless. He forgets, you see, that he possessed an unusual constitution, and the temperament of a Norwegian herring. He forgets, too, that he was a laudanum drinker, not an opium smoker. Now",1182,"Rohmer, Sax",PR,1919,male,Female,Gretna,,,
476,1182,opium,"be delightful. Trust your Uncle Cy.” Leaving Rita chatting with Miss Gretna, Kilfane took Pyne aside, offering him a cigarette from an ornate, jewelled case. “Hello,” said the baronet, “can you still get these?” “With the utmost difficulty,” murmured Kilfane, returning the case to his pocket. “Lola charges me five guineas a hundred for them, and only supplies them as a favor. I shall be glad to get back home, Pyne. The right stuff is the wrong price in London.” Sir Lucien laughed sardonically, lighting Kilfane’s cigarette and then his own. “I find it so myself,” he said. “Everything except opium is to be had at Kazmah’s, and nothing except opium interests me.” “He supplies me with cocaine,” murmured the comedian. “His figure works out, as nearly as I can estimate it, at 10s 7½d. a grain. I saw him about it yesterday afternoon, pointing out to the brown guy that as the wholesale price is roughly 2¼d., I regarded his margin of profit as somewhat broad.” “Indeed!” “The first time I had ever seen him, Pyne. I brought an introduction from Dr. Silver, of New York, and Kazmah supplied me without question—at a price.” “You always saw Rashîd?” “Yes. If",1182,"Rohmer, Sax",PR,1919,male,Male,Kilfane,1.0,0.0,0.34
481,1182,opium,"new supply?” “Oh no, indeed,” replied Mrs. Sin, tossing her head in a manner oddly reminiscent of a once famous Spanish dancer. “Next Tuesday you get some more. Ah! it is no good! You talk and talk and it cannot alter anything. Until they come I cannot give them to you.” “But it appears to me,” murmured Kilfane, “that the supply is always growing less.” “Of course. The best goes all to Edinburgh now. I have only three sticks of Yezd left of all my stock.” “But the cigarettes.” “Are from Buenos Ayres? Yes. But Buenos Ayres must get the opium before we get the cigarettes, eh? Five cases come to London on Tuesday, Cy. Be of good courage, my dear.” She patted the sallow cheek of the American with her jewelled fingers, and turned aside, glancing about her. “Yes,” murmured Kilfane. “We are all present, Lola. I have had the room prepared. Come, my children, let us enter the poppy portico.” He opened a door and stood aside, waving one thin yellow hand between the first two fingers of which smouldered the drugged cigarette. Led by Mrs. Sin the company filed into an apartment evidently intended for a drawing-room, but",1182,"Rohmer, Sax",PR,1919,male,Female,Kilfane,1.0,0.0,
483,1182,opium,"of cushions stacked in a recess beside the fireplace. “I am going to take off my shoes. The last time, Cyrus, when I woke up my feet were quite numb.” “You should come down to my place,” said Mrs. Sin, setting the leather case on the little card-table beside the lamp. “You have there your own little room and silken sheets to lie in, and it is quiet—so quiet.” “Oh!” cried Mollie Gretna, “I _must_ come! But I daren’t go alone. Will you come with me, dear?” turning to Rita. “I don’t know,” was the reply. “I may not like opium .” “But if you do—and I know you will?” “Why,” said Rita, glancing rapidly at Pyne, “I suppose it would be a novel experience.” “Let me arrange it for you,” came the harsh voice of Mrs. Sin. “Lucy will drive you both down—won’t you, my dear?” The shadowed eyes glanced aside at Sir Lucien Pyne. “Certainly,” he replied. “I am always at the ladies’ service.” Rita Dresden settled herself luxuriously into a nest of silk and fur in another corner of the room, regarding the baronet coquettishly through her half-lowered lashes. “I won’t go unless it is my party, Lucy,”",1182,"Rohmer, Sax",PR,1919,male,Female,Mollie Gretna,,,
484,1182,opium,"with a familiarity bred of habit. “What a strange woman!” whispered Rita to Pyne. “Is she an oriental?” “Cuban-Jewess,” he replied in a low voice. Mrs. Sin carefully lighted the lamp, which burned with a short, bluish flame, and, opening the lacquered box, she dipped the spatula into the thick gummy substance which it contained and twisted the little instrument round and round between her fingers, presently withdrawing it with a globule of _chandu_, about the size of a bean, adhering to the end. She glanced aside at Kilfane. “Chinese way, eh?” she said. She began to twirl the prepared opium above the flame of the lamp. From it a slight, sickly smelling vapor arose. No one spoke, but all watched her closely; and Rita was conscious of a growing, pleasurable excitement. When by evaporation the _chandu_ had become reduced to the size of a small pea, and a vague spirituous blue flame began to dance round the end of the spatula, Mrs. Sin pressed it adroitly into the tiny bowl of one of the ivory pipes, having first held the bowl inverted for a moment over the lamp. She turned to Rita. “The guest of the evening,” she said. “Do",1182,"Rohmer, Sax",PR,1919,male,Female,Rita,0.7142857142857143,0.14285714285714285,0.2866666666668
489,1182,opium,"lonely palm to the remote horizon, a thousand elfin fires arose—blue-tongued and spirituous. Grey pencilings of smoke stole straightly upward to the sky, so that look where she would Rita could discern nothing but these countless thin, faintly wavering, vertical lines of vapor. The dimensions of the lacquered casket had increased so vastly as to conceal the kneeling figure of Mrs. Sin, and staring at it wonderingly, Rita suddenly perceived that it was not an ordinary casket. She knew at last why its shape had struck her as being unusual. It was a Chinese coffin. The smell of the burning opium was stifling her. Those remorseless threads of smoke were closing in, twining themselves about her throat. It was becoming cold, too, and the moonlight was growing dim. The position of the moon had changed, of course, as the night had stolen on towards morning, and now it hung dimly before her. The smoke obscured it. But was this smoke obscuring the moon? Rita moved her hands for the first time since she had found herself under the palm tree, weakly fending off those vaporous tentacles which were seeking to entwine themselves about her throat. Of course, it was not smoke",1182,"Rohmer, Sax",PR,1919,male,Female,Rita,-0.5,-0.25,0.3777777777776667
490,1182,opium,"expression of mystic rapture like that characterizing the features of some Chinese Buddhas. Fear, unaccountable but uncontrollable, suddenly seized upon Rita. She felt weak and dizzy, but she struggled partly upright. “Lucy!” she whispered. Her voice was not under control, and once more she strove to call to Pyne. “Lucy!” came the hoarse whisper again. The fire continued its muted roaring, but no other sound answered to the appeal. A horror of the companionship in which she found herself thereupon took possession of the girl. She must escape from these sleepers, whose spirits had been expelled by the potent necromancer, opium , from these empty tenements whose occupants had fled. The idea of the cool night air in the open streets was delicious. She staggered to her feet, swaying drunkenly, but determined to reach the door. She shuddered, because of a feeling of internal chill which assailed her, but step by step crept across the room, opened the door, and tottered out into the hallway. There was no sound in the flat. Presumably Kilfane’s man had retired, or perhaps he, too, was a devotee. Rita’s fur coat hung upon the rack, and although her fingers appeared to have lost all their",1182,"Rohmer, Sax",PR,1919,male,Female,Lucy,0.14285714285714285,-0.3333333333333333,0.26666666666675
493,1182,opium,"back of the house, furnished comfortably but in execrably bad taste. A cheerful fire was burning in the grate, the flue of which had been ingeniously diverted by Sin Sin Wa so that the smoke issued from a chimney of the adjoining premises. On the mantelshelf, which was garishly draped, were a number of photographs of Mrs. Sin in Spanish dancing costume. Pyne seated himself in an armchair and lighted a cigarette. Except for the ticking of a clock the room was silent as a padded cell. Upon a little Moorish table beside a deep, low settee lay a complete opium -smoking outfit. Lolling back in the chair and crossing his legs, Sir Lucien became lost in abstraction, and he was thus seated when, some ten minutes later, Mrs. Sin came in. “Ah!” she said, her harsh voice softened to a whisper. “I wondered. So you wait to smoke with me?” Pyne slowly turned his head, staring at her as she stood in the doorway, one hand resting on her hip and her shapely figure boldly outlined by the kimono. “No,” he replied. “I don’t want to smoke. Are they all provided for?” Mrs. Sin shook her head. “Not Cy,” she",1182,"Rohmer, Sax",PR,1919,male,Male,Lucien,-1.0,0.5,0.2
495,1182,opium,"Besides, Monte Irvin is a good fellow.” Gradually, as he spoke, the rigid arms relaxed and the lithe body ceased to quiver. Finally, Lola sank back against his shoulder, sighing. “I don’t believe you,” she whispered. “You are telling me lies. But you have always told me lies; one more does not matter, I suppose. How strong you are. You have hurt my wrists. You will smoke with me now?” For a moment Pyne hesitated, then: “Very well,” he said. “Go and lie down. I will roast the _chandu_.” CHAPTER XVIII. THE DREAM OF SIN SIN WA For a habitual opium -smoker to abstain when the fumes of _chandu_ actually reach his nostrils is a feat of will-power difficult adequately to appraise. An ordinary tobacco smoker cannot remain for long among those who are enjoying the fragrant weed without catching the infection and beginning to smoke also. Twice to redouble the lure of my lady Nicotine would be but loosely to estimate the seductiveness of the Spirit of the Poppy; yet Sir Lucien Pyne smoked one pipe with Mrs. Sin, and perceiving her to be already in a state of dreamy abstraction, loaded a second, but in his own case with",1182,"Rohmer, Sax",PR,1919,male,Male,Pyne,1.0,0.0,0.4333333333335
497,1182,opium,"of earlier days in Buenos Ayres, when she had been La Belle Lola, the greatly beloved, and before she had met and married Sin Sin Wa. _Chandu_ gives much, but claims all, and he who would open the poppy-gates must close the door of ambition and bid farewell to manhood. Sir Lucien stood looking at the woman, and although one pipe had affected him but slightly, his imagination momentarily ran riot and a pageant of his life swept before him, so that his jaw grew hard and grim and he clenched his hands convulsively. An unbroken stillness prevailed in the opium -house of Sin Sin Wa. Recovering from his fit of abstraction, Pyne, casting a final keen glance at the sleeper, walked out of the room. He looked along the carpeted corridor in the direction of the cubicles, paused, and then opened the heavy door masking the recess behind the cupboard. Next opening the false back of the cupboard, he passed through to the lumber-room beyond, and partly closed the second door. He descended the stair and went along the passage; but ere he reached the door of the room on the ground floor: “Hello! hello! Sin Sin! Sin Sin Wa!”",1182,"Rohmer, Sax",PR,1919,male,Male,Pyne,0.8333333333333334,0.16666666666666666,0.26111111111121665
498,1182,opium,"admitted two constables. The raven, remaining perched upon his shoulder, shrieked, “Smartest leg in Buenos Ayres,” and, fully awakened, rattled invisible castanets. The police strode into the stuffy little room without ceremony, a pair of burly fellows, fresh-complexioned, and genial as men are wont to be who have reached a welcome resting-place on a damp and cheerless night. They stood by the stove, warming their hands; and one of them stooped, took up the little poker, and stirred the embers to a brighter glow. “Been havin’ a pipe, Sin?” he asked, winking at his companion. “I can smell something like opium !” “No smokee opium,” murmured Sin Sin Wa complacently. “Smokee Woodbine.” “Ho, ho!” laughed the other constable. “I _don’t_ think.” “You likee tly one piecee pipee one time?” inquired the Chinaman. “Gotchee fliend makee smokee.” The man who had poked the fire slapped his companion on the back. “Now’s your chance, Jim!” he cried. “You always said you’d like to have a cut at it.” “H’m!” muttered the other. “A ‘double’ o’ that fifteen over-proof Jamaica of yours, Sin, would hit me in a tender spot tonight.” “Lum?” murmured Sin Sin blandly. “No hate got.” He resumed his seat on",1182,"Rohmer, Sax",PR,1919,male,Male,he,0.5,0.3333333333333333,0.26666666666666666
500,1182,opium,"can be. Your father was neither a ship’s carpenter nor a shopkeeper. This I know. Your age I do not know and cannot guess, but you are no longer young. You covet wealth. For what purpose, Sin Sin Wa?” Standing behind the Chinaman, Sir Lucien’s dark face, since he made no effort to hide his feelings, revealed the fact that he attached to this seemingly abstract discussion a greater importance than his tone of voice might have led one to suppose. Sin Sin Wa remained silent for some time, then: “Most honorable sir,” he replied, “when I have smoked the opium , before my eyes—for in dreams I have two—a certain picture arises. It is that of a farm in the province of Ho-Nan. Beyond the farm stretch paddy-fields as far as one can see. Men and women and boys and girls move about the farm, happy in their labors, and far, far away dwell the mountain gods, who send the great Yellow River sweeping down through the valleys where the poppy is in bloom. It is to possess that farm, most honorable sir, and those paddy-fields that I covet wealth.” “And in spite of the opium which you consume, you",1182,"Rohmer, Sax",PR,1919,male,Male,he,0.3333333333333333,0.6666666666666666,0.14444444444433333
502,1182,opium,"Ho-Nan, most honorable sir,” he answered, “and it is this: ‘He who has tasted the poppy-cup has nothing to ask of love.’ She will cook for me, this little one, and stroke my brow when I am weary, and light my pipe. My eye will rest upon her with pleasure. It is all I ask.” There came a soft rapping on the outer door—three raps, a pause, and then two raps. The raven opened his beady eye. “Sin Sin Wa,” he croaked, “number one p’lice chop, lo!” Sin Sin Wa glanced aside at Sir Lucien. “The traffic. A consignment of opium ,” he said. “Sam Tûk calls.” Sir Lucien consulted his watch, and: “I should like to go with you, Sin Sin Wa,” he said. “Would it be safe to leave the house—with the upper door unlocked?” Sin Sin Wa glanced at him again. “All are sleeping, most honorable sir?” “All.” “I will lock the room above and the outer door. It is safe.” He raised a yellow hand, and the raven stepped sedately from his shoulder on to his wrist. “Come, Tling-a-Ling,” crooned Sin Sin Wa, “you go to bed, my little black friend, and one day you, too, shall",1182,"Rohmer, Sax",PR,1919,male,Male,Sam Tûk,0.75,0.0,0.24666666666659998
503,1182,opium,"Sin Wa. “Gotchee no use for tin-tack. Gotchee no use for glue.” “Bran!” roared the man, his glance and pose very menacing. “Tin-tacks and glue! Who the flamin’ ’ell ever tried to sell _you_ glue?” “Me only wantchee lemindee you,” said Sin Sin Wa. “No pidgin.” “George” glared for a moment, breathing heavily; then he stooped and resumed his task, Sin Sin Wa and Sir Lucien watching him in silence. A sound of lapping water was faintly audible. Opening the canvas wrappings, the man began to take out and place upon the counter a number of reddish balls of “leaf” opium , varying in weight from about eight ounces to a pound or more. “H’m!” murmured Sin Sin Wa. “Smyrna stuff.” From a pocket of his pea-jacket he drew a long bodkin, and taking up one of the largest balls he thrust the bodkin in and then withdrew it, the steel stained a coffee color. Sin Sin Wa smelled and tasted the substance adhering to the bodkin, weighed the ball reflectively in his yellow palm, and then set it aside. He took up a second, whereupon: “’Alf a mo’, guvnor!” cried the seaman furiously. “D’you think I’m going to wait ’ere",1182,"Rohmer, Sax",PR,1919,male,Male,Lucien,0.8,0.2,0.40833333333325006
504,1182,opium,"He directed a glance of his beady eye upon the man. “Bloody liar,” he murmured sweetly. “Lobber.” “Who’s a robber?” shouted George, his face flushing darkly, and apparently not resenting the earlier innuendo; “Who’s a robber?” “One sarcee Smyrna feller packee stuff so fashion,” murmured Sin Sin Wa. “Thief-feller lobbee poor sailorman.” George jerked his peaked cap from his head, revealing a tangle of unkempt red hair. He scratched his skull with savage vigor. “Blimey!” he said pathetically. “’Ere’s a go! I been done brown, guv’nor.” “Lough luck,” murmured Sin Sin Wa, and resumed his examination of the cakes of opium . The man watched him now in silence, only broken by exclamations of “Blimey” and “Flaming hell” when more shot was discovered. The tests concluded: “Gotchee some more?” asked Sin Sin Wa. From the canvas wrapping George took out and tossed on the counter a square packet wrapped in grease-paper. “H’m,” murmured Sin Sin Wa, “Patna. Where you catchee?” “Off of a lascar,” growled the man. The cake of Indian opium was submitted to the same careful scrutiny as that which the balls of Turkish had already undergone, but the Patna opium proved to be unadulterated. Reaching over the counter",1182,"Rohmer, Sax",PR,1919,male,Male,Lough,0.6,0.3333333333333333,0.36666666666674996
505,1182,opium,"skull with savage vigor. “Blimey!” he said pathetically. “’Ere’s a go! I been done brown, guv’nor.” “Lough luck,” murmured Sin Sin Wa, and resumed his examination of the cakes of opium. The man watched him now in silence, only broken by exclamations of “Blimey” and “Flaming hell” when more shot was discovered. The tests concluded: “Gotchee some more?” asked Sin Sin Wa. From the canvas wrapping George took out and tossed on the counter a square packet wrapped in grease-paper. “H’m,” murmured Sin Sin Wa, “Patna. Where you catchee?” “Off of a lascar,” growled the man. The cake of Indian opium was submitted to the same careful scrutiny as that which the balls of Turkish had already undergone, but the Patna opium proved to be unadulterated. Reaching over the counter Sin Sin Wa produced a pair of scales, and, watched keenly by George, weighed the leaf and then the cake. “Ten-six Smyrna; one ’leben Patna,” muttered Sin Sin Wa. “You catchee eighty jimmies.” “Eh?” roared George. “Eighty quid! Eighty quid! Flamin’ blind o’ Riley! D’you think I’m up the pole? Eighty quid? You’re barmy!” “Eighty-ten,” murmured Sin Sin Wa. “Eighty jimmies opium; ten bob lead.” “I give more’n that for it!”",1182,"Rohmer, Sax",PR,1919,male,Male,Lough,0.5,0.0,0.42222222222233335
507,1182,opium,"a lascar,” growled the man. The cake of Indian opium was submitted to the same careful scrutiny as that which the balls of Turkish had already undergone, but the Patna opium proved to be unadulterated. Reaching over the counter Sin Sin Wa produced a pair of scales, and, watched keenly by George, weighed the leaf and then the cake. “Ten-six Smyrna; one ’leben Patna,” muttered Sin Sin Wa. “You catchee eighty jimmies.” “Eh?” roared George. “Eighty quid! Eighty quid! Flamin’ blind o’ Riley! D’you think I’m up the pole? Eighty quid? You’re barmy!” “Eighty-ten,” murmured Sin Sin Wa. “Eighty jimmies opium ; ten bob lead.” “I give more’n that for it!” cried the seaman. “An’ I damn near hit a police boat comin’ in, too!” Sir Lucien spoke a few words rapidly in Chinese. Sin Sin Wa performed his curious oriental shrug, and taking a fat leather wallet from his hip-pocket, counted out the sum of eighty-five pounds upon the counter. “You catchee eighty-five,” he murmured. “Too muchee price.” The man grabbed the money and pocketed it without a word of acknowledgment. He turned and strode along the room, his heavy, iron-clamped boots ringing on the paved floor. “Fetch a grim,",1182,"Rohmer, Sax",PR,1919,male,Male,George,0.6666666666666666,0.6666666666666666,0.016666666667000007
509,1182,opium,"adventurer. Smiling his mirthless, eternal smile, Sin Sin Wa placed the newly purchased stock upon a shelf immediately behind Sam Tûk; and Sam Tûk exhibited the first evidence of animation which had escaped him throughout the progress of the “deal.” He slowly nodded his hairless head. CHAPTER XX. KAZMAH’S METHODS Rita Dresden married Monte Irvin in the spring and bade farewell to the stage. The goal long held in view was attained at last. But another farewell which at one time she had contemplated eagerly no longer appeared desirable or even possible. To cocamania had been added a tolerance for opium , and at the last _chandu_ party given by Cyrus Kilfane she had learned that she could smoke nearly as much opium as the American habitué. The altered attitude of Sir Lucien surprised and annoyed her. He, who had first introduced her to the spirit of the coca leaf and to the goddess of the poppy, seemed suddenly to have determined to convince her of the folly of these communions. He only succeeded in losing her confidence. She twice visited the “House of a Hundred Raptures” with Mollie Gretna, and once with Mollie and Kilfane, unknown to Sir Lucien. Urgent",1182,"Rohmer, Sax",PR,1919,male,Female,KAZMAH,0.25,-0.5714285714285714,0.3333333333333333
512,1182,opium,"need was imperative. Nevertheless, she endeavored to find another drug dealer, and after a time was again successful. At a certain supper club she was introduced to a suave little man, quite palpably an uninterned alien, who smilingly offered to provide her with any drug to be found in the British Pharmacopeia, at most moderate charges. With this little German-Jew villain she made a pact, reflecting that, provided that his wares were of good quality, she had triumphed over Kazmah. The craving for _chandu_ seized her sometimes and refused to be exorcised by morphia, laudanum, or any other form of opium ; but she had not dared to spend a night at the “House of a Hundred Raptures” since her marriage. Her new German friend volunteered to supply the necessary gum, outfit, and to provide an apartment where she might safely indulge in smoking. She declined—at first. But finally, on Mollie Gretna’s return from France, where she had been acting as a nurse, Rita and Mollie accepted the suave alien’s invitation to spend an evening in his private opium divan. Many thousands of careers were wrecked by the war, and to the war and the consequent absence of her husband Rita",1182,"Rohmer, Sax",PR,1919,male,Female,morphia,0.8,-0.14285714285714285,0.2190476190475286
515,1182,opium,"her increasing subjection to drugs. She was in a particularly gay humor, as the supplies from Kazmah had been regular, and she laughingly fenced with him when he reminded her of her declared intention to reform when her husband should return. “You are really as bad as Margaret,” she declared. “There is nothing the matter with me. You talk of ‘curing’ me as though I were ill. Physician, heal thyself.” The sardonic smile momentarily showed upon Pyne’s face, and: “I know when and where to pull up, Rita,” he said. “A woman never knows this. If I were deprived of opium tomorrow I could get along without it.” “I have given up opium,” replied Rita. “It’s too much trouble, and the last time Mollie and I went—” She paused, glancing quickly at Sir Lucien. “Go on,” he said grimly. “I know you have been to Sin Sin Wa’s. What happened the last time?” “Well,” continued Rita hurriedly, “Monte seemed to be vaguely suspicious. Besides, Mrs. Sin charged me most preposterously. I really cannot afford it, Lucy.” “I am glad you cannot. But what I was about to say was this: suppose _you_ were to be deprived, not of _chandu_, but of",1182,"Rohmer, Sax",PR,1919,male,Male,he,1.0,0.5,0.2333333333335
517,1182,opium,"Kazmah was still away. “This evening he tell me that he see your friend if he come, my lady.” As if the Fates sought to test her endurance to the utmost, Quentin Gray called shortly afterwards and invited her to dine with him and go to a theatre that evening. For five age-long seconds Rita hesitated. If no plan offered itself by nightfall she knew that her last scruple would be conquered. “After all,” whispered a voice within her brain, “Quentin is a man. Even if I took him to Kazmah’s and he was in some way induced to try opium , or even cocaine, he would probably never become addicted to drug-taking. But I should have done my part—” “Very well, Quentin,” she heard herself saying aloud. “Will you call for me?” But when he had gone Rita sat for more than half an hour, quite still, her hands clenched and her face a tragic mask. (Gunn, of Spinker’s Agency, reported telephonically to Monte Irvin in the City that the Hon. Quentin Gray had called and had remained about twenty-five minutes; that he had proceeded to the Prince’s Restaurant, and from there to Mudie’s, where he had booked a box",1182,"Rohmer, Sax",PR,1919,male,Male,Quentin,0.5714285714285714,-0.16666666666666666,0.24761904761900003
519,1182,opium,"made a note on the block. “Sin Sin _Wa_, and he has a pet raven, you say, who talks?” “Who positively talks like some horrid old woman!” cried Mollie. “He has only one eye.” “The raven?” “The raven, yes—and also the Chinaman.” “What!” “Oh! it’s a nightmare to behold them together!” declared Mollie, clasping her hands and bending forward. She was gaining courage, and now looked almost boldly into the fierce eyes of the Chief Inspector. “Describe the house,” he said succinctly. “Take your time and use your own words.” Thereupon Mollie launched into a description of Sin Sin Wa’s opium -house. Kerry, his eyes fixed upon her face, listened silently. Then: “These little rooms are really next door?” he asked. “I suppose so, Inspector. We always went through the back of a cupboard!” “Can you give me names of others who used this place?” “Well”—Mollie hesitated—“poor Rita, of course and Sir Lucien. Then, Cyrus Kilfane used to go.” “Kilfane? The American actor?” “Yes.” “H’m. He’s back in America, Sir Lucien is dead, and Mrs. Irvin is missing. Nobody else?” Mollie shook her head. “Who first took you there?” “Cyrus Kilfane.” “Not Sir Lucien?” “Oh, no. But both of them had",1182,"Rohmer, Sax",PR,1919,male,Male,Kerry,1.0,-0.5,0.25
520,1182,opium,"you give me names of others who used this place?” “Well”—Mollie hesitated—“poor Rita, of course and Sir Lucien. Then, Cyrus Kilfane used to go.” “Kilfane? The American actor?” “Yes.” “H’m. He’s back in America, Sir Lucien is dead, and Mrs. Irvin is missing. Nobody else?” Mollie shook her head. “Who first took you there?” “Cyrus Kilfane.” “Not Sir Lucien?” “Oh, no. But both of them had been before.” “What was Kazmah’s connection with Mrs. Sin and her husband?” “I have no idea, Inspector. Kazmah used to supply cocaine and veronal and trional and heroin, but those who wanted to smoke opium he sent to Mrs. Sin.” “What! he gave them her address?” “No, no! He gave her _their_ address.” “I see. She called?” “Yes. Oh, Inspector”—Mollie bent farther forward—“I can see in your eyes that you think I am fabulously wicked! Shall I be arrested?” Kerry coughed drily and stood up. “Probably not, miss. But you may be required to give evidence.” “Oh, actually?” cried Mollie, also standing up and approaching nearer. “Yes. Shall you object?” Mollie looked into his eyes. “Not if I can be of the slightest assistance to _you_, Inspector.” A theory to explain why this social butterfly",1182,"Rohmer, Sax",PR,1919,male,Male,Kazmah,1.0,1.0,0.37777777777766675
521,1182,opium,"Wa!” The flat note of a police whistle followed. “Sin Sin is at home,” declared Bryce. “That’s the raven.” “Does he take the thing about with him, then?” “I don’t think so. But he puts it in a cupboard when he goes out, and it never talks unless it can see a light.” Bolts were unfastened and the door was opened. Out through the moving curtain of fog shone the red glow from a stove. A grotesque silhouette appeared outlined upon the dim redness. “You wantchee me?” crooned Sin Sin Wa. “I do!” rapped Kerry. “I’ve called to look for opium .” He stepped past the Chinaman into the dimly lighted room. As he did so, the cause of an apparent deformity which had characterized the outline of Sin Sin Wa became apparent. From his left shoulder the raven partly arose, moving his big wings, and: “Smartest leg!” it shrieked in Kerry’s ear and rattled imaginary castanets. The Chief Inspector started, involuntarily. “Damn the thing!” he muttered. “Come in, Bryce, and shut the door. What’s this?” On a tea-chest set beside the glowing stove, the little door of which was open, stood a highly polished squat wooden image, gilded and colored",1182,"Rohmer, Sax",PR,1919,male,Male,Chinaman,0.5,0.4,0.35833333333325
