Unnamed: 0,Book_ID,Keyword,Snippet,Etext Number,Authors,LoCC,Published Year,Author Gender,Assigned_Gender,Character_Name
263,493,opium,"boy that. Came in the suite of his Excellency Tseng the Commissioner--you know. His Excellency Tseng lodged with me here for three weeks.” He mouthed the Chinese Excellency at me with great unction, though the specimen of the “suite” did not seem very promising. At the time, however, I did not know what an untrustworthy humbug Schomberg was. The “boy” might have been forty or a hundred and forty for all you could tell--one of those Chinamen of the death’s-head type of face and completely inscrutable. Before the end of the third day he had revealed himself as a confirmed opium -smoker, a gambler, a most audacious thief, and a first-class sprinter. When he departed at the top of his speed with thirty-two golden sovereigns of my own hard-earned savings it was the last straw. I had reserved that money in case my difficulties came to the worst. Now it was gone I felt as poor and naked as a fakir. I clung to my ship, for all the bother she caused me, but what I could not bear were the long lonely evenings in her cuddy, where the atmosphere, made smelly by a leaky lamp, was agitated by the snoring",493,"Conrad, Joseph",PR,1902,male,Male,Schomberg
264,493,opium,"Johnson does not exist. Their suggestion was that I should hunt the man up myself with the help of the Consulate’s constable--an ex-sergeant-major of a regiment of Hussars. This man, whose usual duty apparently consisted in sitting behind a little table in an outer room of Consular offices, when ordered to assist me in my search for Johnson displayed lots of energy and a marvellous amount of local knowledge of a sort. But he did not conceal an immense and sceptical contempt for the whole business. We explored together on that afternoon an infinity of infamous grog shops, gambling dens, opium dens. We walked up narrow lanes where our gharry--a tiny box of a thing on wheels, attached to a jibbing Burmah pony--could by no means have passed. The constable seemed to be on terms of scornful intimacy with Maltese, with Eurasians, with Chinamen, with Klings, and with the sweepers attached to a temple, with whom he talked at the gate. We interviewed also through a grating in a mud wall closing a blind alley an immensely corpulent Italian, who, the ex-sergeant-major remarked to me perfunctorily, had “killed another man last year.” Thereupon he addressed him as “Antonio” and “Old Buck,”",493,"Conrad, Joseph",PR,1902,male,Male,Johnson
265,506,soporific,"do strange things, follow strange gods, swept away into seas of pain by strange waves. “Even Betty,” he had said to himself, now and then. “Even my Betty. Good God--who knows!” Because of this, he had read each letter with keen eyes. They were long letters, full of detail and colour, because she knew he enjoyed them. She had a delightful touch. He sometimes felt as if they walked the English lanes together. His intimacy with her neighbours, and her neighbourhood, was one of his relaxations. He found himself thinking of old Doby and Mrs. Welden, as a sort of soporific measure, when he lay awake at night. She had sent photographs of Stornham, of Dunholm Castle, and of Dole, and had even found an old engraving of Lady Alanby in her youth. Her evident liking for the Dunholms had pleased him. They were people whose dignity and admirableness were part of general knowledge. Lord Westholt was plainly a young man of many attractions. If the two were drawn to each other--and what more natural--all would be well. He wondered if it would be Westholt. But his love quickened a sagacity which needed no stimulus. He said to himself in time",506,"Burnett, Frances Hodgson",PS,1907,female,Male,Welden
266,507,narcotic,"large beautiful ear-rings, such as were all the fashion; to have Nottingham lace round the top of her gown, and something to make her handkerchief smell nice, like Miss Lydia Donnithorne’s when she drew it out at church; and not to be obliged to get up early or be scolded by anybody. She thought, if Adam had been rich and could have given her these things, she loved him well enough to marry him. But for the last few weeks a new influence had come over Hetty—vague, atmospheric, shaping itself into no self-confessed hopes or prospects, but producing a pleasant narcotic effect, making her tread the ground and go about her work in a sort of dream, unconscious of weight or effort, and showing her all things through a soft, liquid veil, as if she were living not in this solid world of brick and stone, but in a beatified world, such as the sun lights up for us in the waters. Hetty had become aware that Mr. Arthur Donnithorne would take a good deal of trouble for the chance of seeing her; that he always placed himself at church so as to have the fullest view of her both sitting",507,"Eliot, George",PR,1859,female,Female,Hetty
267,513,soporific,"his imported broadcloths were long ago worn to tatters, and his cargoes of wine quaffed to the lees; and that the most precious leaves of his ledger have become waste-paper. Yet, his avocations were not so vain as our philosophic moralizing. In this world we are the things of a moment, and are made to pursue momentary things, with here and there a thought that stretches mistily towards eternity, and perhaps may endure as long. All philosophy that would abstract mankind from the present is no more than words. The first pages of most of these old papers are as soporific as a bed of poppies. Here we have an erudite clergyman, or perhaps a Cambridge professor, occupying several successive weeks with a criticism on Tate and Brady, as compared with the New England version of the Psalms. Of course, the preference is given to the native article. Here are doctors disagreeing about the treatment of a putrid fever then prevalent, and blackguarding each other with a characteristic virulence that renders the controversy not altogether unreadable. Here are President Wigglesworth and the Rev. Dr. Colman, endeavoring to raise a fund for the support of missionaries among the Indians of Massachusetts Bay.",513,"Hawthorne, Nathaniel",PS,1851,male,Male,Tate
268,524,anodyne,"I could make him my friend. I want him as my friend. I want to talk to him and go about with him. Just go about with him.” She was silent for a time, with her nose on the pillow, and that brought her to: “What’s the good of pretending? “I love him,” she said aloud to the dim forms of her room, and repeated it, and went on to imagine herself doing acts of tragically dog-like devotion to the biologist, who, for the purposes of the drama, remained entirely unconscious of and indifferent to her proceedings. At last some anodyne formed itself from these exercises, and, with eyelashes wet with such feeble tears as only three-o’clock-in-the-morning pathos can distil, she fell asleep. Part 5 Pursuant to some altogether private calculations she did not go up to the Imperial College until after mid-day, and she found the laboratory deserted, even as she desired. She went to the table under the end window at which she had been accustomed to work, and found it swept and garnished with full bottles of re-agents. Everything was very neat; it had evidently been straightened up and kept for her. She put down the sketch-books and",524,"Wells, H. G. (Herbert George)",PR,1909,male,Female,Anonymous
270,527,opium,"matter of time and of taking as many tickets as he could afford for every drawing. He generally took rather more; all the earnings of the ship went that way, and also the wages he allowed himself as chief engineer. It was the wages he paid to others that he begrudged with a reasoned and at the same time a passionate regret. He scowled at the lascars with their deck brooms, at the quartermasters rubbing the brass rails with greasy rags; he was eager to shake his fist and roar abuse in bad Malay at the poor carpenter--a timid, sickly, opium -fuddled Chinaman, in loose blue drawers for all costume, who invariably dropped his tools and fled below, with streaming tail and shaking all over, before the fury of that “devil.” But it was when he raised up his eyes to the bridge where one of these sailor frauds was always planted by law in charge of his ship that he felt almost dizzy with rage. He abominated them all; it was an old feud, from the time he first went to sea, an unlicked cub with a great opinion of himself, in the engine-room. The slights that had been put",527,"Conrad, Joseph",PR,1900,male,Male,Chinaman
271,534,laudanum,"life; and if this be so, I make the Buddhists my sincere compliments; ’tis an agreeable state, not very consistent with mental brilliancy, not exactly profitable in a money point of view, but very calm, golden, and incurious, and one that sets a man superior to alarms. It may be best figured by supposing yourself to get dead drunk, and yet keep sober to enjoy it. I have a notion that open-air labourers must spend a large portion of their days in this ecstatic stupor, which explains their high composure and endurance. A pity to go to the expense of laudanum , when here is a better paradise for nothing! This frame of mind was the great exploit of our voyage, take it all in all. It was the farthest piece of travel accomplished. Indeed, it lies so far from beaten paths of language, that I despair of getting the reader into sympathy with the smiling, complacent idiocy of my condition; when ideas came and went like motes in a sunbeam; when trees and church spires along the bank surged up, from time to time into my notice, like solid objects through a rolling cloudland; when the rhythmical swish of boat",534,"Stevenson, Robert Louis",PR,1891,male,Unknown,Anonymous
274,537,narcotic,"was being added before our very eyes. It may by this time have taken its permanent place, for though an explanation came to me, it never reached the others. And my explanation came in this way. I had suffered a sleepless night from neuralgia, and about midday I had taken a heavy dose of chlorodyne to alleviate the pain. At that time I was finishing the indexing of Sir John Bollamore's library, and it was my custom to work there from five till seven. On this particular day I struggled against the double effect of my bad night and the narcotic . I have already mentioned that there was a recess in the library, and in this it was my habit to work. I settled down steadily to my task, but my weariness overcame me and, falling back upon the settee, I dropped into a heavy sleep. How long I slept I do not know, but it was quite dark when I awoke. Confused by the chlorodyne which I had taken, I lay motionless in a semi-conscious state. The great room with its high walls covered with books loomed darkly all round me. A dim radiance from the moonlight came through",537,"Doyle, Arthur Conan",PR,1919,male,Male,John Bollamore
275,537,narcotic,"astounded, listening to those yearning distant musical words. And he--he was so absorbed that even if I had spoken he might not have heard me. But with the silence of the voice came my half articulated apologies and explanations. He sprang across the room, switched on the electric light, and in its white glare I saw him, his eyes gleaming with anger, his face twisted with passion, as the hapless charwoman may have seen him weeks before. ""Mr. Colmore!"" he cried. ""You here! What is the meaning of this, sir?"" With halting words I explained it all, my neuralgia, the narcotic , my luckless sleep and singular awakening. As he listened the glow of anger faded from his face, and the sad, impassive mask closed once more over his features. ""My secret is yours, Mr. Colmore,"" said he. ""I have only myself to blame for relaxing my precautions. Half confidences are worse than no confidences, and so you may know all since you know so much. The story may go where you will when I have passed away, but until then I rely upon your sense of honour that no human soul shall hear it from your lips. I am proud",537,"Doyle, Arthur Conan",PR,1919,male,Male,he
276,541,narcotic,"Lights were already shining through its windows, and Archer, as the carriage stopped, caught a glimpse of his father-in-law, exactly as he had pictured him, pacing the drawing-room, watch in hand and wearing the pained expression that he had long since found to be much more efficacious than anger. The young man, as he followed his wife into the hall, was conscious of a curious reversal of mood. There was something about the luxury of the Welland house and the density of the Welland atmosphere, so charged with minute observances and exactions, that always stole into his system like a narcotic . The heavy carpets, the watchful servants, the perpetually reminding tick of disciplined clocks, the perpetually renewed stack of cards and invitations on the hall table, the whole chain of tyrannical trifles binding one hour to the next, and each member of the household to all the others, made any less systematised and affluent existence seem unreal and precarious. But now it was the Welland house, and the life he was expected to lead in it, that had become unreal and irrelevant, and the brief scene on the shore, when he had stood irresolute, halfway down the bank, was as",541,"Wharton, Edith",PS,1920,female,Male,Archer
277,543,opium,"other, glancing into the cross streets. It was a private Seeing Main Street tour. She was within ten minutes beholding not only the heart of a place called Gopher Prairie, but ten thousand towns from Albany to San Diego: Dyer's Drug Store, a corner building of regular and unreal blocks of artificial stone. Inside the store, a greasy marble soda-fountain with an electric lamp of red and green and curdled-yellow mosaic shade. Pawed-over heaps of tooth-brushes and combs and packages of shaving-soap. Shelves of soap-cartons, teething-rings, garden-seeds, and patent medicines in yellow “packages-nostrums” for consumption, for “women's diseases”--notorious mixtures of opium and alcohol, in the very shop to which her husband sent patients for the filling of prescriptions. From a second-story window the sign “W. P. Kennicott, Phys. & Surgeon,” gilt on black sand. A small wooden motion-picture theater called “The Rosebud Movie Palace.” Lithographs announcing a film called “Fatty in Love.” Howland & Gould's Grocery. In the display window, black, overripe bananas and lettuce on which a cat was sleeping. Shelves lined with red crepe paper which was now faded and torn and concentrically spotted. Flat against the wall of the second story the signs of lodges--the Knights of Pythias,",543,"Lewis, Sinclair",PS,1919,male,Unknown,Anonymous
278,550,opium,"husband would be smiling and smiled upon, hiding _her_ existence in the darkest corner of his heart. But she would mar his pleasure: she would go in her dingy rags, with her faded face, once as handsome as the best, with her little child that had its father’s hair and eyes, and disclose herself to the Squire as his eldest son’s wife. It is seldom that the miserable can help regarding their misery as a wrong inflicted by those who are less miserable. Molly knew that the cause of her dingy rags was not her husband’s neglect, but the demon Opium to whom she was enslaved, body and soul, except in the lingering mother’s tenderness that refused to give him her hungry child. She knew this well; and yet, in the moments of wretched unbenumbed consciousness, the sense of her want and degradation transformed itself continually into bitterness towards Godfrey. _He_ was well off; and if she had her rights she would be well off too. The belief that he repented his marriage, and suffered from it, only aggravated her vindictiveness. Just and self-reproving thoughts do not come to us too thickly, even in the purest air, and with the best",550,"Eliot, George",PR,1861,female,Unknown (Proper Noun),Anonymous
279,550,laudanum,"in a small mincing treble. “And there’s sweet Miss Nancy coming; and we shall dance with her, and promise never to be naughty again, and be taken into favour, and—” “Hold your tongue about Miss Nancy, you fool,” said Godfrey, turning red, “else I’ll throttle you.” “What for?” said Dunsey, still in an artificial tone, but taking a whip from the table and beating the butt-end of it on his palm. “You’ve a very good chance. I’d advise you to creep up her sleeve again: it ’ud be saving time, if Molly should happen to take a drop too much laudanum some day, and make a widower of you. Miss Nancy wouldn’t mind being a second, if she didn’t know it. And you’ve got a good-natured brother, who’ll keep your secret well, because you’ll be so very obliging to him.” “I’ll tell you what it is,” said Godfrey, quivering, and pale again, “my patience is pretty near at an end. If you’d a little more sharpness in you, you might know that you may urge a man a bit too far, and make one leap as easy as another. I don’t know but what it is so now: I may as",550,"Eliot, George",PR,1861,female,Female,Molly
280,555,narcotic,"comely boy-friend, and they had had such good times together. The mist deepened on her lashes as she looked round at the familiar rendezvous where they had so often kept tryst since the day when they had first come there together, he a schoolboy and she but lately out of her teens. For the moment she felt herself in the thrall of a very real sorrow. Then, with the admirable energy of one who is only in town for a fleeting fortnight, she raced away to have tea with a world-faring naval admirer at his club. Pluralism is a merciful narcotic . CHAPTER VI ELAINE DE FREY sat at ease—at bodily ease—at any rate—in a low wicker chair placed under the shade of a group of cedars in the heart of a stately spacious garden that had almost made up its mind to be a park. The shallow stone basin of an old fountain, on whose wide ledge a leaden-moulded otter for ever preyed on a leaden salmon, filled a conspicuous place in the immediate foreground. Around its rim ran an inscription in Latin, warning mortal man that time flows as swiftly as water and exhorting him to make the most",555,Saki,PR,1912,male,Male,Anonymous
281,555,narcotic,"days of their estrangement, sat with their separate friends at separate tables. There were other shops where extravagantly-incurred bills had furnished material for those frequently recurring scenes of recrimination, and the Colonial outfitters, where, as he had phrased it in whimsical mockery, he had bought grave-clothes for his burying-alive. The “oubliette!” She remembered the bitter petulant name he had flung at his destined exile. There at least he had been harder on himself than the Fates were pleased to will; never, as long as Francesca lived and had a brain that served her, would she be able to forget. That narcotic would never be given to her. Unrelenting, unsparing memory would be with her always to remind her of those last days of tragedy. Already her mind was dwelling on the details of that ghastly farewell dinner-party and recalling one by one the incidents of ill-omen that had marked it; how they had sat down seven to table and how one liqueur glass in the set of seven had been shivered into fragments; how her glass had slipped from her hand as she raised it to her lips to wish Comus a safe return; and the strange, quiet hopelessness of Lady",555,Saki,PR,1912,male,Female,Lady
282,560,anodyne,"so rough as the fellows get in the trenches. I watched a battalion marching back today and they looked like ghosts who had been years in muddy graves. White faces and dazed eyes and leaden feet. Mine’s a cushy job. I like it best when the weather’s foul. It cheats me into thinking I’m doing my duty.” I nodded towards a recent shell-hole. “Much of that sort of thing?” “Now and then. We had a good dusting this morning. I can’t say I liked it at the time, but I like to look back on it. A sort of moral anodyne .” “I wonder what on earth the rest of your lot make of you?” “They don’t make anything. I’m not remarkable for my _bonhomie_. They think I’m a prig—which I am. It doesn’t amuse me to talk about beer and women or listen to a gramophone or grouse about my last meal. But I’m quite content, thank you. Sometimes I get a seat in a corner of a Y.M.C.A. hut, and I’ve a book or two. My chief affliction is the padre. He was up at Keble in my time, and, as one of my colleagues puts it, wants to",560,"Buchan, John",PR,1919,male,Unknown,Anonymous
283,564,opium,"the court; but he can’t do it as well as me) has the true secret of mixing it? Ye’ll pay up accordingly, deary, won’t ye?” She blows at the pipe as she speaks, and, occasionally bubbling at it, inhales much of its contents. “O me, O me, my lungs is weak, my lungs is bad! It’s nearly ready for ye, deary. Ah, poor me, poor me, my poor hand shakes like to drop off! I see ye coming-to, and I ses to my poor self, ‘I’ll have another ready for him, and he’ll bear in mind the market price of opium , and pay according.’ O my poor head! I makes my pipes of old penny ink-bottles, ye see, deary—this is one—and I fits-in a mouthpiece, this way, and I takes my mixter out of this thimble with this little horn spoon; and so I fills, deary. Ah, my poor nerves! I got Heavens-hard drunk for sixteen year afore I took to this; but this don’t hurt me, not to speak of. And it takes away the hunger as well as wittles, deary.” She hands him the nearly-emptied pipe, and sinks back, turning over on her face. He rises unsteadily from",564,"Dickens, Charles",PR,1870,male,Male,Anonymous
284,564,opium,"and I takes my mixter out of this thimble with this little horn spoon; and so I fills, deary. Ah, my poor nerves! I got Heavens-hard drunk for sixteen year afore I took to this; but this don’t hurt me, not to speak of. And it takes away the hunger as well as wittles, deary.” She hands him the nearly-emptied pipe, and sinks back, turning over on her face. He rises unsteadily from the bed, lays the pipe upon the hearth-stone, draws back the ragged curtain, and looks with repugnance at his three companions. He notices that the woman has opium -smoked herself into a strange likeness of the Chinaman. His form of cheek, eye, and temple, and his colour, are repeated in her. Said Chinaman convulsively wrestles with one of his many Gods or Devils, perhaps, and snarls horribly. The Lascar laughs and dribbles at the mouth. The hostess is still. [Illustration: In the Court] “What visions can _she_ have?” the waking man muses, as he turns her face towards him, and stands looking down at it. “Visions of many butchers’ shops, and public-houses, and much credit? Of an increase of hideous customers, and this horrible bedstead set upright again,",564,"Dickens, Charles",PR,1870,male,Male,Said Chinaman
285,564,opium,"temple, and his colour, are repeated in her. Said Chinaman convulsively wrestles with one of his many Gods or Devils, perhaps, and snarls horribly. The Lascar laughs and dribbles at the mouth. The hostess is still. [Illustration: In the Court] “What visions can _she_ have?” the waking man muses, as he turns her face towards him, and stands looking down at it. “Visions of many butchers’ shops, and public-houses, and much credit? Of an increase of hideous customers, and this horrible bedstead set upright again, and this horrible court swept clean? What can she rise to, under any quantity of opium , higher than that!—Eh?” He bends down his ear, to listen to her mutterings. “Unintelligible!” As he watches the spasmodic shoots and darts that break out of her face and limbs, like fitful lightning out of a dark sky, some contagion in them seizes upon him: insomuch that he has to withdraw himself to a lean arm-chair by the hearth—placed there, perhaps, for such emergencies—and to sit in it, holding tight, until he has got the better of this unclean spirit of imitation. Then he comes back, pounces on the Chinaman, and seizing him with both hands by the throat,",564,"Dickens, Charles",PR,1870,male,Female,Anonymous
286,564,opium,"that you are forced upon her. _You_ can choose for yourself. Life, for _you_, is a plum with the natural bloom on; it hasn’t been over-carefully wiped off for _you_—” “Don’t stop, dear fellow. Go on.” “Can I anyhow have hurt your feelings, Jack?” “How can you have hurt my feelings?” “Good Heaven, Jack, you look frightfully ill! There’s a strange film come over your eyes.” Mr. Jasper, with a forced smile, stretches out his right hand, as if at once to disarm apprehension and gain time to get better. After a while he says faintly: “I have been taking opium for a pain—an agony—that sometimes overcomes me. The effects of the medicine steal over me like a blight or a cloud, and pass. You see them in the act of passing; they will be gone directly. Look away from me. They will go all the sooner.” With a scared face the younger man complies by casting his eyes downward at the ashes on the hearth. Not relaxing his own gaze on the fire, but rather strengthening it with a fierce, firm grip upon his elbow-chair, the elder sits for a few moments rigid, and then, with thick drops standing on",564,"Dickens, Charles",PR,1870,male,Male,he
287,564,opium,"Poor me, poor me, my cough is rattling dry!” and coughs in confirmation horribly. “Where do you come from?” “Come from London, deary.” (Her cough still rending her.) “Where are you going to?” “Back to London, deary. I came here, looking for a needle in a haystack, and I ain’t found it. Look’ee, deary; give me three-and-sixpence, and don’t you be afeard for me. I’ll get back to London then, and trouble no one. I’m in a business.—Ah, me! It’s slack, it’s slack, and times is very bad!—but I can make a shift to live by it.” “Do you eat opium ?” “Smokes it,” she replies with difficulty, still racked by her cough. “Give me three-and-sixpence, and I’ll lay it out well, and get back. If you don’t give me three-and-sixpence, don’t give me a brass farden. And if you do give me three-and-sixpence, deary, I’ll tell you something.” He counts the money from his pocket, and puts it in her hand. She instantly clutches it tight, and rises to her feet with a croaking laugh of satisfaction. “Bless ye! Hark’ee, dear genl’mn. What’s your Chris’en name?” “Edwin.” “Edwin, Edwin, Edwin,” she repeats, trailing off into a drowsy repetition of the",564,"Dickens, Charles",PR,1870,male,Female,genl’mn
288,564,opium,"“Look’ee here, deary,” she replies, in a confidential and persuasive tone, “I wanted the money to lay it out on a medicine as does me good, and as I deal in. I told the young gentleman so, and he gave it me, and I laid it out honest to the last brass farden. I want to lay out the same sum in the same way now; and if you’ll give it me, I’ll lay it out honest to the last brass farden again, upon my soul!” “What’s the medicine?” “I’ll be honest with you beforehand, as well as after. It’s opium .” Mr. Datchery, with a sudden change of countenance, gives her a sudden look. “It’s opium, deary. Neither more nor less. And it’s like a human creetur so far, that you always hear what can be said against it, but seldom what can be said in its praise.” Mr. Datchery begins very slowly to count out the sum demanded of him. Greedily watching his hands, she continues to hold forth on the great example set him. “It was last Christmas Eve, just arter dark, the once that I was here afore, when the young gentleman gave me the three-and-six.” Mr.",564,"Dickens, Charles",PR,1870,male,Female,Datchery
290,614,opium,"surprise his brave, old-country rivals. To the east, and still nearer, you will come upon a space of open down, a hamlet, a haven among rocks, a world of surge and screaming sea-gulls. Such scenes are very similar in different climates; they appear homely to the eyes of all; to me this was like a dozen spots in Scotland. And yet the boats that ride in the haven are of strange outlandish design; and, if you walk into the hamlet, you will behold costumes and faces and hear a tongue that are unfamiliar to the memory. The joss-stick burns, the opium pipe is smoked, the floors are strewn with slips of coloured paper—prayers, you would say, that had somehow missed their destination—and a man guiding his upright pencil from right to left across the sheet, writes home the news of Monterey to the Celestial Empire. The woods and the Pacific rule between them the climate of this seaboard region. On the streets of Monterey, when the air does not smell salt from the one, it will be blowing perfumed from the resinous tree-tops of the other. For days together a hot, dry air will overhang the town, close as from an",614,"Stevenson, Robert Louis",PR,1892,male,Unknown,Anonymous
291,614,opium,"have sat down to table day after day, a Frenchman, two Portuguese, an Italian, a Mexican, and a Scotchman: we had for common visitors an American from Illinois, a nearly pure blood Indian woman, and a naturalised Chinese; and from time to time a Switzer and a German came down from country ranches for the night. No wonder that the Pacific coast is a foreign land to visitors from the Eastern States, for each race contributes something of its own. Even the despised Chinese have taught the youth of California, none indeed of their virtues, but the debasing use of opium . And chief among these influences is that of the Mexicans. The Mexicans although in the State are out of it. They still preserve a sort of international independence, and keep their affairs snug to themselves. Only four or five years ago Vasquez, the bandit, his troops being dispersed and the hunt too hot for him in other parts of California, returned to his native Monterey, and was seen publicly in her streets and saloons, fearing no man. The year that I was there, there occurred two reputed murders. As the Montereyans are exceptionally vile speakers of each other and",614,"Stevenson, Robert Louis",PR,1892,male,Unknown,Anonymous
292,620,narcotic,"“Oh, thank you, thank you!” for the young lady herself to remark, as she draws on her gloves, while the impassioned words 'Oh, press it to thine own, or it will break at last!' are still ringing in your ears, “--but she wouldn't do it, you know. So it did break at last.” “And I knew it would!” she added quietly, as I started at the sudden crash of broken glass. “You've been holding it sideways for the last minute, and letting all the champagne run out! Were you asleep, I wonder? I'm so sorry my singing has such a narcotic effect!” CHAPTER 18. QUEER STREET, NUMBER FORTY. Lady Muriel was the speaker. And, for the moment, that was the only fact I could clearly realise. But how she came to be there and how I came to be there--and how the glass of champagne came to be there--all these were questions which I felt it better to think out in silence, and not commit myself to any statement till I understood things a little more clearly. 'First accumulate a mass of Facts: and then construct a Theory.' That, I believe, is the true Scientific Method. I sat up, rubbed my",620,"Carroll, Lewis",PR; PZ,1889,male,Female,Lady Muriel
294,622,opium,"or death all that time; but I won the toss, sir, and Hades went off once more discomfited. This is not the first time, nor will it be the last, that I have a friendly game with that gentleman. I know he will end by cleaning me out; but the rogue is insidious, and the habit of that sort of gambling seems to be a part of my nature; it was, I suspect, too much indulged in youth; break your children of this tendency, my dear Gosse, from the first. It is, when once formed, a habit more fatal than opium —I speak, as St. Paul says, like a fool. I have been very very sick; on the verge of a galloping consumption, cold sweats, prostrating attacks of cough, sinking fits in which I lost the power of speech, fever, and all the ugliest circumstances of the disease; and I have cause to bless God, my wife that is to be, and one Dr. Bamford (a name the Muse repels), that I have come out of all this, and got my feet once more upon a little hilltop, with a fair prospect of life and some new desire of living. Yet",622,"Stevenson, Robert Louis",PR,1923,male,Unknown,Anonymous
295,622,laudanum,"waggon roof, though airy compared to the cars, is both dirty and insecure. I can see the track straight before and straight behind me to either horizon. Peace of mind I enjoy with extreme serenity; I am doing right; I know no one will think so; and don’t care. My body, however, is all to whistles; I don’t eat; but, man, I can sleep. The car in front of mine is chock full of Chinese. _Monday_.—What it is to be ill in an emigrant train let those declare who know. I slept none till late in the morning, overcome with laudanum , of which I had luckily a little bottle. All to-day I have eaten nothing, and only drunk two cups of tea, for each of which, on the pretext that the one was breakfast, and the other dinner, I was charged fifty cents. Our journey is through ghostly deserts, sage brush and alkali, and rocks, without form or colour, a sad corner of the world. I confess I am not jolly, but mighty calm, in my distresses. My illness is a subject of great mirth to some of my fellow-travellers, and I smile rather sickly at their jests. We are",622,"Stevenson, Robert Louis",PR,1923,male,Unknown (Proper Noun),Anonymous
296,622,laudanum,"the sun even at noon falls, at this season, only here and there into the Prättigau. I kept up as long as I could in an imitation of a street singer:— Away, ye gay landscapes, ye gardens of roses, etc. At last Lloyd remarked, a blue mouth speaking from a corpse-coloured face, ‘You seem to be the only one with any courage left?’ And, do you know, with that word my courage disappeared, and I made the rest of the stage in the same dumb wretchedness as the others. My only terror was lest Fanny should ask for brandy, or laudanum , or something. So awful was the idea of putting my hands out, that I half thought I would refuse. Well, none of us are a penny the worse, Lloyd’s cold better; I, with a twinge of the rheumatic; and Fanny better than her ordinary. General conclusion between Lloyd and me as to the journey: A prolonged visit to the dentist’s, complicated with the fear of death. Never, O never, do you get me there again.—Ever affectionate son, R. L. S. TO ALISON CUNNINGHAM [_Chalet am Stein_, _Davos-Platz_, _February_ 1882.] MY DEAR CUMMY,—My wife and I are very much vexed",622,"Stevenson, Robert Louis",PR,1923,male,Female,Fanny
297,622,narcotic,"and universal consternation into a little community of ants; and this set me a-thinking of how close we are environed with frail lives, so that we can do nothing without spreading havoc over all manner of perishable homes and interests and affections; and so on to my favourite mood of an holy terror for all action and all inaction equally—a sort of shuddering revulsion from the necessary responsibilities of life. We must not be too scrupulous of others, or we shall die. Conscientiousness is a sort of moral opium; an excitant in small doses, perhaps, but at bottom a strong narcotic . * * * * * _Saturday_.—I have been two days in Edinburgh, and so had not the occasion to write to you. Morley has accepted the _Fables_, and I have seen it in proof, and think less of it than ever. However, of course, I shall send you a copy of the _Magazine_ without fail, and you can be as disappointed as you like, or the reverse if you can. I would willingly recall it if I could. Try, by way of change, Byron’s _Mazeppa_; you will be astonished. It is grand and no mistake, and one sees through",622,"Stevenson, Robert Louis",PR,1923,male,Unknown,Anonymous
298,622,morphine,"is still quite lame. My wife is better again. . . . But we take it by turns; it is the dog that is ill now.—Ever yours, R. L. S. TO W. E. HENLEY [_Chalet am Stein_, _Davos-Platz_, _February_ 1882.] MY DEAR HENLEY,—Here comes the letter as promised last night. And first two requests: Pray send the enclosed to c/o Blackmore’s publisher, ’tis from Fanny; second, pray send us Routledge’s shilling book, Edward Mayhew’s _Dogs_, by return if it can be managed. Our dog is very ill again, poor fellow, looks very ill too, only sleeps at night because of morphine ; and we do not know what ails him, only fear it to be canker of the ear. He makes a bad, black spot in our life, poor, selfish, silly, little tangle; and my wife is wretched. Otherwise she is better, steadily and slowly moving up through all her relapses. My knee never gets the least better; it hurts to-night, which it has not done for long. I do not suppose my doctor knows any least thing about it. He says it is a nerve that I struck, but I assure you he does not know. I have just finished",622,"Stevenson, Robert Louis",PR,1923,male,Male,Edward Mayhew’s
299,638,opium,"a shadow--which he dared call his own. And now he was looking at the shadow of the confidential clerk of Hudig & Co. going home. How glorious! How good was life for those that were on the winning side! He had won the game of life; also the game of billiards. He walked faster, jingling his winnings, and thinking of the white stone days that had marked the path of his existence. He thought of the trip to Lombok for ponies--that first important transaction confided to him by Hudig; then he reviewed the more important affairs: the quiet deal in opium ; the illegal traffic in gunpowder; the great affair of smuggled firearms, the difficult business of the Rajah of Goak. He carried that last through by sheer pluck; he had bearded the savage old ruler in his council room; he had bribed him with a gilt glass coach, which, rumour said, was used as a hen-coop now; he had over-persuaded him; he had bested him in every way. That was the way to get on. He disapproved of the elementary dishonesty that dips the hand in the cash-box, but one could evade the laws and push the principles of trade",638,"Conrad, Joseph",PR,1896,male,Male,Anonymous
300,638,opium,"fingers the slim unsteady letters of his correspondence, while Willems waited respectfully for his further good pleasure before asking, with great deference-- “Any orders, Mr. Hudig?” “Hm! yes. Go to Bun-Hin yourself and see the dollars of that payment counted and packed, and have them put on board the mail-boat for Ternate. She’s due here this afternoon.” “Yes, Mr. Hudig.” “And, look here. If the boat is late, leave the case in Bun-Hin’s godown till to-morrow. Seal it up. Eight seals as usual. Don’t take it away till the boat is here.” “No, Mr. Hudig.” “And don’t forget about these opium cases. It’s for to-night. Use my own boatmen. Transship them from the Caroline to the Arab barque,” went on the master in his hoarse undertone. “And don’t you come to me with another story of a case dropped overboard like last time,” he added, with sudden ferocity, looking up at his confidential clerk. “No, Mr. Hudig. I will take care.” “That’s all. Tell that pig as you go out that if he doesn’t make the punkah go a little better I will break every bone in his body,” finished up Hudig, wiping his purple face with a red silk handkerchief",638,"Conrad, Joseph",PR,1896,male,Male,Hudig
