Unnamed: 0,Book_ID,Keyword,Snippet,Etext Number,Authors,LoCC,Published Year,Author Gender,Assigned_Gender,Character_Name,snippet_id,document,LoCC_group,Period,sentence_id,sentence_number,contains_target_term,near_target_term,bertopic_topic,bertopic_topic_probability,model_group
422,1024,opium,I could diagnose their temper and judge how far they were informed upon the mystery of the Flying Scud.,1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,Anonymous,345,i could diagnose their temper and judge how far they were informed upon the mystery of the flying scud,English Literature,1881-1911,345_4,4,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
423,1024,opium,"“See here, you!” he threw at them over his shoulder as he walked the deck, “Mr.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,Dodd,346,see here you he threw at them over his shoulder as he walked the deck mr,English Literature,1881-1911,346_4,4,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
423,1024,opium,Dodd here is going to offer a reward to the first man who strikes the opium in that wreck.,1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,Dodd,346,dodd here is going to offer a reward to the first man who strikes the opium in that wreck,English Literature,1881-1911,346_5,5,True,True,1,0.7464671919388809,context_leaf_mcs60_ms1_nn10
423,1024,opium,"There's two ways of making a donkey go; both good, I guess: the one's kicks and the other's carrots.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,Dodd,346,there s two ways of making a donkey go both good i guess the one s kicks and the other s carrots,English Literature,1881-1911,346_6,6,False,True,9,0.43721843001575,context_leaf_mcs60_ms1_nn10
423,1024,opium,Dodd's going to try the carrots.,1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,Dodd,346,dodd s going to try the carrots,English Literature,1881-1911,346_7,7,False,True,9,0.474375123277037,context_leaf_mcs60_ms1_nn10
423,1024,opium,"Well, my sons,”--and here he faced the men for the first time with his hands behind him--“if that opium's not found in five days, you can come to me for the kicks.” He nodded to the present narrator, who took up the tale.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,Dodd,346,well my sons and here he faced the men for the first time with his hands behind him if that opium s not found in five days you can come to me for the kicks he nodded to the present narrator who took up the tale,English Literature,1881-1911,346_8,8,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
423,1024,opium,"“Here is what I propose, men,” said I: “I put up one hundred and fifty dollars.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,Dodd,346,here is what i propose men said i i put up one hundred and fifty dollars,English Literature,1881-1911,346_9,9,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
425,1024,opium,"“See plenty litty mat lice; too-muchy plenty litty mat lice; sixty ton, litty mat lice.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,captain,347,see plenty litty mat lice too muchy plenty litty mat lice sixty ton litty mat lice,English Literature,1881-1911,347_6,6,False,True,13,0.8704313466711621,context_leaf_mcs60_ms1_nn10
425,1024,opium,"I think all-e-time: perhaps plenty opium plenty litty mat lice.” “Well, Mr.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,captain,347,i think all e time perhaps plenty opium plenty litty mat lice well mr,English Literature,1881-1911,347_7,7,True,True,40,1.0,context_leaf_mcs60_ms1_nn10
425,1024,opium,"Dodd, how does that strike you?” asked the captain.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,captain,347,dodd how does that strike you asked the captain,English Literature,1881-1911,347_8,8,False,True,9,0.553552841674959,context_leaf_mcs60_ms1_nn10
426,1024,opium,"Out of the six thousand mats, only twenty were found to have been sugared; in each we found the same amount, about twelve pounds of drug; making a grand total of two hundred and forty pounds.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,348,out of the six thousand mats only twenty were found to have been sugared in each we found the same amount about twelve pounds of drug making a grand total of two hundred and forty pounds,English Literature,1881-1911,348_3,3,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
426,1024,opium,"By the last San Francisco quotation, opium was selling for a fraction over twenty dollars a pound; but it had been known not long before to bring as much as forty in Honolulu, where it was contraband.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,348,by the last san francisco quotation opium was selling for a fraction over twenty dollars a pound but it had been known not long before to bring as much as forty in honolulu where it was contraband,English Literature,1881-1911,348_4,4,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
426,1024,opium,"Taking, then, this high Honolulu figure, the value of the opium on board the Flying Scud fell considerably short of ten thousand dollars, while at the San Francisco rate it lacked a trifle of five thousand.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,348,taking then this high honolulu figure the value of the opium on board the flying scud fell considerably short of ten thousand dollars while at the san francisco rate it lacked a trifle of five thousand,English Literature,1881-1911,348_5,5,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
426,1024,opium,And fifty thousand was the price that Jim and I had paid for it.,1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,348,and fifty thousand was the price that jim and i had paid for it,English Literature,1881-1911,348_6,6,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
428,1024,opium,"We were not merely bankrupt, we were comic bankrupts: a fair butt for jeering in the streets.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,349,we were not merely bankrupt we were comic bankrupts a fair butt for jeering in the streets,English Literature,1881-1911,349_2,2,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
428,1024,opium,"I hope I bore the blow with a good countenance; indeed, my mind had long been quite made up, and since the day we found the opium I had known the result.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,349,i hope i bore the blow with a good countenance indeed my mind had long been quite made up and since the day we found the opium i had known the result,English Literature,1881-1911,349_3,3,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
428,1024,opium,"But the thought of Jim and Mamie ached in me like a physical pain, and I shrank from speech and companionship.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,349,but the thought of jim and mamie ached in me like a physical pain and i shrank from speech and companionship,English Literature,1881-1911,349_4,4,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
429,1024,opium,"O, there's no doubt you can have a regular domestic Judgment Day.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,350,o there s no doubt you can have a regular domestic judgment day,English Literature,1881-1911,350_1,1,False,True,32,1.0,context_leaf_mcs60_ms1_nn10
429,1024,opium,"The only point is whether you deliberately want to.” “Well,” said I, “I deliberately don't want one thing: I deliberately don't want to make a public exhibition of myself and Pinkerton: so moral--smuggling opium ; such damned fools--paying fifty thousand for a 'dead horse'!” “No doubt it might damage you in a business sense,” the captain agreed.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,350,the only point is whether you deliberately want to well said i i deliberately don t want one thing i deliberately don t want to make a public exhibition of myself and pinkerton so moral smuggling opium such damned fools paying fifty thousand for a dead horse no doubt it might damage you in a business sense the captain agreed,English Literature,1881-1911,350_2,2,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
429,1024,opium,“And I'm pleased you take that view; for I've turned kind of soft upon the job.,1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,350,and i m pleased you take that view for i ve turned kind of soft upon the job,English Literature,1881-1911,350_3,3,False,True,10,1.0,context_leaf_mcs60_ms1_nn10
430,1024,opium,"I almost wish you hadn't shown it me,” he added wearily.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,Speedy,351,i almost wish you hadn t shown it me he added wearily,English Literature,1881-1911,351_5,5,False,True,17,0.942089225062678,context_leaf_mcs60_ms1_nn10
430,1024,opium,"“What with the specie from the wreck and the opium money, it comes to a biggish deal.” “That's supposing that I do it?” said I.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,Speedy,351,what with the specie from the wreck and the opium money it comes to a biggish deal that s supposing that i do it said i,English Literature,1881-1911,351_6,6,True,True,40,1.0,context_leaf_mcs60_ms1_nn10
430,1024,opium,"“Exactly,” said he, “supposing you do it.” “And there are pros and cons to that,” I observed.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Male,Speedy,351,exactly said he supposing you do it and there are pros and cons to that i observed,English Literature,1881-1911,351_7,7,False,True,17,0.9950288965271538,context_leaf_mcs60_ms1_nn10
432,1024,opium,"There's right and wrong to be considered.” “Don't know the parties,” replied Nares; “and I'm coming to them, anyway.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,352,there s right and wrong to be considered don t know the parties replied nares and i m coming to them anyway,English Literature,1881-1911,352_1,1,False,True,10,0.7229510894351794,context_leaf_mcs60_ms1_nn10
432,1024,opium,"For it strikes me, when it came to smuggling opium, you walked right up?” “So I did,” I said; “sick I am to have to say it!” “All the same,” continued Nares, “you went into the opium -smuggling with your head down; and a good deal of fussing I've listened to, that you hadn't more of it to smuggle.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,352,for it strikes me when it came to smuggling opium you walked right up so i did i said sick i am to have to say it all the same continued nares you went into the opium smuggling with your head down and a good deal of fussing i ve listened to that you hadn t more of it to smuggle,English Literature,1881-1911,352_2,2,True,True,37,1.0,context_leaf_mcs60_ms1_nn10
432,1024,opium,"Now, maybe your partner's not quite fixed the same as you are; maybe he sees precious little difference between the one thing and the other.” “You could not say truer: he sees none, I do believe,” cried I; “and though I see one, I could never tell you how.” “We never can,” said the oracular Nares; “taste is all a matter of opinion.",1024,"Stevenson, Robert Louis ; Osbourne, Lloyd",PR,1892,,Unknown,Anonymous,352,now maybe your partner s not quite fixed the same as you are maybe he sees precious little difference between the one thing and the other you could not say truer he sees none i do believe cried i and though i see one i could never tell you how we never can said the oracular nares taste is all a matter of opinion,English Literature,1881-1911,352_3,3,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
433,1035,anodyne,"superbly wasted; And when the primitive old-fashioned stars Came out again to shine on joys and wars More primitive, and all arrayed for doom, He may have proved a world a sorry thing In his imagining, And life a lighted highway to the tomb.",1035,"Robinson, Edwin Arlington",PS,1916,male,Male,Remote,353,superbly wasted and when the primitive old fashioned stars came out again to shine on joys and wars more primitive and all arrayed for doom he may have proved a world a sorry thing in his imagining and life a lighted highway to the tomb,American Literature,1912-1930,353_0,0,False,True,0,1.0,context_leaf_mcs60_ms1_nn10
433,1035,anodyne,"Or, mounting with infirm unsearching tread, His hopes to chaos led, He may have stumbled up there from the past, And with an aching strangeness viewed the last Abysmal conflagration of his dreams,-- A flame where nothing seems To burn but flame itself, by nothing fed; And while it all went out, Not even the faint anodyne of doubt May then have eased a painful going down From pictured heights of power and lost renown, Revealed at length to his outlived endeavor Remote and unapproachable forever; And at his heart there may have gnawed Sick memories of a dead faith foiled and flawed And long dishonored by the living death Assigned alike by chance To brutes and hierophants; And anguish fallen on those he loved around him May once have dealt the last blow to confound him, And so have left him as death leaves a child, Who sees it all too near; And he who knows",1035,"Robinson, Edwin Arlington",PS,1916,male,Male,Remote,353,or mounting with infirm unsearching tread his hopes to chaos led he may have stumbled up there from the past and with an aching strangeness viewed the last abysmal conflagration of his dreams a flame where nothing seems to burn but flame itself by nothing fed and while it all went out not even the faint anodyne of doubt may then have eased a painful going down from pictured heights of power and lost renown revealed at length to his outlived endeavor remote and unapproachable forever and at his heart there may have gnawed sick memories of a dead faith foiled and flawed and long dishonored by the living death assigned alike by chance to brutes and hierophants and anguish fallen on those he loved around him may once have dealt the last blow to confound him and so have left him as death leaves a child who sees it all too near and he who knows,American Literature,1912-1930,353_1,1,True,True,0,0.863170661978285,context_leaf_mcs60_ms1_nn10
434,1047,soporific,"On winter evenings she occupied an armchair on the other side of the table at which I sat, head on hand reading, and she would be darning stockings or socks or the like.",1047,"Wells, H. G. (Herbert George)",PR,1900,male,Male,Anonymous,354,on winter evenings she occupied an armchair on the other side of the table at which i sat head on hand reading and she would be darning stockings or socks or the like,English Literature,1881-1911,354_3,3,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
434,1047,soporific,"We achieved an effect of rather stuffy comfortableness that was soporific , and in a passive way I think she found these among her happy times.",1047,"Wells, H. G. (Herbert George)",PR,1900,male,Male,Anonymous,354,we achieved an effect of rather stuffy comfortableness that was soporific and in a passive way i think she found these among her happy times,English Literature,1881-1911,354_4,4,True,True,46,1.0,context_leaf_mcs60_ms1_nn10
434,1047,soporific,On such occasions she was wont to put her work down on her knees and fall into a sort of thoughtless musing that would last for long intervals and rouse my curiosity.,1047,"Wells, H. G. (Herbert George)",PR,1900,male,Male,Anonymous,354,on such occasions she was wont to put her work down on her knees and fall into a sort of thoughtless musing that would last for long intervals and rouse my curiosity,English Literature,1881-1911,354_5,5,False,True,42,1.0,context_leaf_mcs60_ms1_nn10
435,1048,morphine,"He was not romantic, but he liked to do the square thing.",1048,"Van Dyke, Henry",PS,1901,male,Male,Dan Scott,355,he was not romantic but he liked to do the square thing,American Literature,1881-1911,355_4,4,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
435,1048,morphine,"Besides, he had been reading up on la grippe, and he had some new medicine for it, capsules from Montreal, very powerful--quinine, phenacetine, and morphine .",1048,"Van Dyke, Henry",PS,1901,male,Male,Dan Scott,355,besides he had been reading up on la grippe and he had some new medicine for it capsules from montreal very powerful quinine phenacetine and morphine,American Literature,1881-1911,355_5,5,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
435,1048,morphine,He was as eager to try this new medicine as a boy is to fire off a new gun.,1048,"Van Dyke, Henry",PS,1901,male,Male,Dan Scott,355,he was as eager to try this new medicine as a boy is to fire off a new gun,American Literature,1881-1911,355_6,6,False,True,30,1.0,context_leaf_mcs60_ms1_nn10
437,1055,opium,"Jasper himself had not been able to ascertain much of her history from his sententious, saturnine Peruvian—if the fellow was a Peruvian, and not the devil himself in disguise, as Jasper jocularly pretended to believe.",1055,"Conrad, Joseph",PR,1924,male,Female,Anonymous,356,jasper himself had not been able to ascertain much of her history from his sententious saturnine peruvian if the fellow was a peruvian and not the devil himself in disguise as jasper jocularly pretended to believe,English Literature,1912-1930,356_2,2,False,True,45,1.0,context_leaf_mcs60_ms1_nn10
437,1055,opium,"My opinion is that she was old enough to have been one of the last pirates, a slaver perhaps, or else an opium clipper of the early days, if not an opium smuggler.",1055,"Conrad, Joseph",PR,1924,male,Female,Anonymous,356,my opinion is that she was old enough to have been one of the last pirates a slaver perhaps or else an opium clipper of the early days if not an opium smuggler,English Literature,1912-1930,356_3,3,True,True,9,0.4443709873281779,context_leaf_mcs60_ms1_nn10
437,1055,opium,"However that may be, she was as sound as on the day she first took the water, sailed like a witch, steered like a little boat, and, like some fair women of adventurous life famous in history, seemed to have the secret of perpetual youth; so that there was nothing unnatural in Jasper Allen treating her like a lover.",1055,"Conrad, Joseph",PR,1924,male,Female,Anonymous,356,however that may be she was as sound as on the day she first took the water sailed like a witch steered like a little boat and like some fair women of adventurous life famous in history seemed to have the secret of perpetual youth so that there was nothing unnatural in jasper allen treating her like a lover,English Literature,1912-1930,356_4,4,False,True,45,1.0,context_leaf_mcs60_ms1_nn10
438,1055,laudanum,Used to go crazy all of a sudden myself in the time.,1055,"Conrad, Joseph",PR,1924,male,Male,Freya,357,used to go crazy all of a sudden myself in the time,English Literature,1912-1930,357_5,5,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
438,1055,laudanum,"And the little bottle of laudanum from the medicine-chest, too, Freya.",1055,"Conrad, Joseph",PR,1924,male,Male,Freya,357,and the little bottle of laudanum from the medicine chest too freya,English Literature,1912-1930,357_6,6,True,True,31,1.0,context_leaf_mcs60_ms1_nn10
438,1055,laudanum,"Don’t you see he’s got a toothache?” And, indeed, what other explanation could have presented itself to the guileless old Nelson, beholding this cheek nursed with both hands, these wild glances, these stampings, this distracted swaying of the body?",1055,"Conrad, Joseph",PR,1924,male,Male,Freya,357,don t you see he s got a toothache and indeed what other explanation could have presented itself to the guileless old nelson beholding this cheek nursed with both hands these wild glances these stampings this distracted swaying of the body,English Literature,1912-1930,357_7,7,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
439,1055,laudanum,"We will get something to ease you in a minute.” He seized the poor sufferer by the arm and forced him gently onwards to the very bed, on which Heemskirk, in a renewed access of rage, flung himself down with such force that he rebounded from the mattress to the height of quite a foot.",1055,"Conrad, Joseph",PR,1924,male,Male,Nelson,358,we will get something to ease you in a minute he seized the poor sufferer by the arm and forced him gently onwards to the very bed on which heemskirk in a renewed access of rage flung himself down with such force that he rebounded from the mattress to the height of quite a foot,English Literature,1912-1930,358_2,2,False,True,5,0.7858988139797685,context_leaf_mcs60_ms1_nn10
439,1055,laudanum,"“Dear me!” exclaimed the scared Nelson, and incontinently ran off to hurry up the brandy and the laudanum , very angry that so little alacrity was shown in relieving the tortures of his precious guest.",1055,"Conrad, Joseph",PR,1924,male,Male,Nelson,358,dear me exclaimed the scared nelson and incontinently ran off to hurry up the brandy and the laudanum very angry that so little alacrity was shown in relieving the tortures of his precious guest,English Literature,1912-1930,358_3,3,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
439,1055,laudanum,In the end he got these things himself.,1055,"Conrad, Joseph",PR,1924,male,Male,Nelson,358,in the end he got these things himself,English Literature,1912-1930,358_4,4,False,True,0,0.8349687765600204,context_leaf_mcs60_ms1_nn10
440,1062,nepenthe,"Then, methought, the air grew denser, perfumed from an unseen censer Swung by Seraphim whose foot-falls tinkled on the tufted floor.",1062,"Poe, Edgar Allan",PS,1855,male,Male,Quoth,359,then methought the air grew denser perfumed from an unseen censer swung by seraphim whose foot falls tinkled on the tufted floor,American Literature,1850-1880,359_1,1,False,True,13,0.6211882075896623,context_leaf_mcs60_ms1_nn10
440,1062,nepenthe,"""Wretch,"" I cried, ""thy God hath lent thee--by these angels he hath sent thee Respite--respite and nepenthe from thy memories of Lenore!",1062,"Poe, Edgar Allan",PS,1855,male,Male,Quoth,359,wretch i cried thy god hath lent thee by these angels he hath sent thee respite respite and nepenthe from thy memories of lenore,American Literature,1850-1880,359_2,2,True,True,48,0.9309339598400556,context_leaf_mcs60_ms1_nn10
440,1062,nepenthe,"Quaff, oh quaff this kind nepenthe and forget this lost Lenore!"" Quoth the Raven, ""Nevermore."" ""Prophet!"" said I, ""thing of evil!--prophet still, if bird or devil!-- Whether Tempter sent, or whether tempest tossed thee here ashore, Desolate, yet all undaunted, on this desert land enchanted-- On this home by Horror haunted--tell me truly, I implore-- Is there--_is_ there balm in Gilead?--tell me--tell me, I implore!"" Quoth the Raven, ""Nevermore."" ""Prophet!"" said I, ""thing of evil!--prophet still, if bird or devil!",1062,"Poe, Edgar Allan",PS,1855,male,Male,Quoth,359,quaff oh quaff this kind nepenthe and forget this lost lenore quoth the raven nevermore prophet said i thing of evil prophet still if bird or devil whether tempter sent or whether tempest tossed thee here ashore desolate yet all undaunted on this desert land enchanted on this home by horror haunted tell me truly i implore is there is there balm in gilead tell me tell me i implore quoth the raven nevermore prophet said i thing of evil prophet still if bird or devil,American Literature,1850-1880,359_3,3,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
440,1062,nepenthe,By that Heaven that bends above us--by that God we both adore-- Tell this soul,1062,"Poe, Edgar Allan",PS,1855,male,Male,Quoth,359,by that heaven that bends above us by that god we both adore tell this soul,American Literature,1850-1880,359_4,4,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
442,1065,nepenthe,"Then, methought, the air grew denser, perfumed from an unseen censer Swung by Seraphim whose foot-falls tinkled on the tufted floor.",1065,"Poe, Edgar Allan",PS,1865,male,Male,Quoth,360,then methought the air grew denser perfumed from an unseen censer swung by seraphim whose foot falls tinkled on the tufted floor,American Literature,1850-1880,360_1,1,False,True,13,0.6211882075896623,context_leaf_mcs60_ms1_nn10
442,1065,nepenthe,"“Wretch,” I cried, “thy God hath lent thee—by these angels he hath sent thee Respite—respite and nepenthe from thy memories of Lenore!",1065,"Poe, Edgar Allan",PS,1865,male,Male,Quoth,360,wretch i cried thy god hath lent thee by these angels he hath sent thee respite respite and nepenthe from thy memories of lenore,American Literature,1850-1880,360_2,2,True,True,48,0.9309339598400556,context_leaf_mcs60_ms1_nn10
442,1065,nepenthe,"Quaff, oh quaff this kind nepenthe and forget this lost Lenore!” Quoth the Raven, “Nevermore.” “Prophet!” said I, “thing of evil!—prophet still, if bird or devil!— Whether Tempter sent, or whether tempest tossed thee here ashore, Desolate, yet all undaunted, on this desert land enchanted— On this home by Horror haunted—tell me truly, I implore— Is there—_is_ there balm in Gilead?—tell me—tell me, I implore!” Quoth the Raven, “Nevermore.” “Prophet!” said I, “thing of evil!—prophet still, if bird or devil!",1065,"Poe, Edgar Allan",PS,1865,male,Male,Quoth,360,quaff oh quaff this kind nepenthe and forget this lost lenore quoth the raven nevermore prophet said i thing of evil prophet still if bird or devil whether tempter sent or whether tempest tossed thee here ashore desolate yet all undaunted on this desert land enchanted on this home by horror haunted tell me truly i implore is there is there balm in gilead tell me tell me i implore quoth the raven nevermore prophet said i thing of evil prophet still if bird or devil,American Literature,1850-1880,360_3,3,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
442,1065,nepenthe,By that Heaven that bends above us—by that God we both adore— Tell this soul,1065,"Poe, Edgar Allan",PS,1865,male,Male,Quoth,360,by that heaven that bends above us by that god we both adore tell this soul,American Literature,1850-1880,360_4,4,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
444,1074,opium,"“And look out for squalls,” is Louis’s prophecy, “for they hate one another like the wolf whelps they are.” Death Larsen is in command of the only sealing steamer in the fleet, the _Macedonia_, which carries fourteen boats, whereas the rest of the schooners carry only six.",1074,"London, Jack",PS,1904,male,Female,Death Larsen,361,and look out for squalls is louis s prophecy for they hate one another like the wolf whelps they are death larsen is in command of the only sealing steamer in the fleet the macedonia which carries fourteen boats whereas the rest of the schooners carry only six,American Literature,1881-1911,361_3,3,False,True,9,1.0,context_leaf_mcs60_ms1_nn10
444,1074,opium,"There is wild talk of cannon aboard, and of strange raids and expeditions she may make, ranging from opium smuggling into the States and arms smuggling into China, to blackbirding and open piracy.",1074,"London, Jack",PS,1904,male,Female,Death Larsen,361,there is wild talk of cannon aboard and of strange raids and expeditions she may make ranging from opium smuggling into the states and arms smuggling into china to blackbirding and open piracy,American Literature,1881-1911,361_4,4,True,True,3,0.3676842782459143,context_leaf_mcs60_ms1_nn10
444,1074,opium,"Yet I cannot but believe for I have never yet caught him in a lie, while he has a cyclopædic knowledge of sealing and the men of the sealing fleets.",1074,"London, Jack",PS,1904,male,Female,Death Larsen,361,yet i cannot but believe for i have never yet caught him in a lie while he has a cyclop dic knowledge of sealing and the men of the sealing fleets,American Literature,1881-1911,361_5,5,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
445,1074,morphine,"Van Weyden, you’d better look in on Cooky.",1074,"London, Jack",PS,1904,male,Male,Miss Brewster,362,van weyden you d better look in on cooky,American Literature,1881-1911,362_3,3,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
445,1074,morphine,"He’s complaining and restless.” Thus was I bluntly dismissed from the poop, only to find Mugridge sleeping soundly from the morphine I had given him.",1074,"London, Jack",PS,1904,male,Male,Miss Brewster,362,he s complaining and restless thus was i bluntly dismissed from the poop only to find mugridge sleeping soundly from the morphine i had given him,American Literature,1881-1911,362_4,4,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
445,1074,morphine,"I made no haste to return on deck, and when I did I was gratified to see Miss Brewster in animated conversation with Wolf Larsen.",1074,"London, Jack",PS,1904,male,Male,Miss Brewster,362,i made no haste to return on deck and when i did i was gratified to see miss brewster in animated conversation with wolf larsen,American Literature,1881-1911,362_5,5,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
446,1076,opium,"Inwardly sighing at the interruption, Ling nevertheless received him with distinguished consideration and respect, setting tea before him, and performing towards it many honourable actions with his own hands.",1076,"Bramah, Ernest",PR,1900,male,Male,Anonymous,363,inwardly sighing at the interruption ling nevertheless received him with distinguished consideration and respect setting tea before him and performing towards it many honourable actions with his own hands,English Literature,1881-1911,363_1,1,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
446,1076,opium,"Not until some hours had sped in conversation relating to the health of the Emperor, the unexpected appearance of a fiery dragon outside the city, and the insupportable price of opium , did the visitor allude to the object of his presence.",1076,"Bramah, Ernest",PR,1900,male,Male,Anonymous,363,not until some hours had sped in conversation relating to the health of the emperor the unexpected appearance of a fiery dragon outside the city and the insupportable price of opium did the visitor allude to the object of his presence,English Literature,1881-1911,363_2,2,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
446,1076,opium,"“It has been observed,” he remarked, “that the accomplished Ling, who aspires to a satisfactory rank at the examinations, has never before made the attempt.",1076,"Bramah, Ernest",PR,1900,male,Male,Anonymous,363,it has been observed he remarked that the accomplished ling who aspires to a satisfactory rank at the examinations has never before made the attempt,English Literature,1881-1911,363_3,3,False,True,32,0.7508669963272664,context_leaf_mcs60_ms1_nn10
447,1076,opium,"Assuredly it can only end in a mean and insignificant death, perhaps not even followed by burial.” In this manner of thought he fell asleep, and after certain very base and impressive dreams, from which good omens were altogether absent, he awoke, and rose to begin his preparations for leaving the city.",1076,"Bramah, Ernest",PR,1900,male,Male,Anonymous,364,assuredly it can only end in a mean and insignificant death perhaps not even followed by burial in this manner of thought he fell asleep and after certain very base and impressive dreams from which good omens were altogether absent he awoke and rose to begin his preparations for leaving the city,English Literature,1881-1911,364_1,1,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
447,1076,opium,"After two days spent chiefly in obtaining certain safeguards against treachery and the bullets of foemen, purchasing opium and other gifts with which to propitiate the soldiers under his charge, and in consulting well-disposed witches and readers of the future, he set out, and by travelling in extreme discomfort, reached Si-chow within five days.",1076,"Bramah, Ernest",PR,1900,male,Male,Anonymous,364,after two days spent chiefly in obtaining certain safeguards against treachery and the bullets of foemen purchasing opium and other gifts with which to propitiate the soldiers under his charge and in consulting well disposed witches and readers of the future he set out and by travelling in extreme discomfort reached si chow within five days,English Literature,1881-1911,364_2,2,True,True,1,0.8464371209366975,context_leaf_mcs60_ms1_nn10
447,1076,opium,"During his journey he learned that the entire Province was engaged in secret rebellion, several towns, indeed, having declared against the Imperial army without reserve.",1076,"Bramah, Ernest",PR,1900,male,Male,Anonymous,364,during his journey he learned that the entire province was engaged in secret rebellion several towns indeed having declared against the imperial army without reserve,English Literature,1881-1911,364_3,3,False,True,26,1.0,context_leaf_mcs60_ms1_nn10
448,1076,opium,"With little delay there returned the one who had brought the earliest tidings, bruised and torn with his successful haste through the forest, but wearing a complacent and well-satisfied expression of countenance.",1076,"Bramah, Ernest",PR,1900,male,Male,Anonymous,365,with little delay there returned the one who had brought the earliest tidings bruised and torn with his successful haste through the forest but wearing a complacent and well satisfied expression of countenance,English Literature,1881-1911,365_1,1,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
448,1076,opium,"Without hesitation or waiting to demand money before he would reveal his knowledge, he at once disclosed that the greater part of the enemy were rejoicing among the ruins of Ki, they having discovered there a quantity of opium and a variety of liquids, while only a small guard remained in the camp with their weapons ready.",1076,"Bramah, Ernest",PR,1900,male,Male,Anonymous,365,without hesitation or waiting to demand money before he would reveal his knowledge he at once disclosed that the greater part of the enemy were rejoicing among the ruins of ki they having discovered there a quantity of opium and a variety of liquids while only a small guard remained in the camp with their weapons ready,English Literature,1881-1911,365_2,2,True,True,1,0.8039348951035238,context_leaf_mcs60_ms1_nn10
